OSB;FirmaAdi;WebSitesi;Domain;Email
"Başkent Ankara OSB";"SEY GRUP OTOMOTİV KONFEKSİYON İNŞAAT MERMER İÇ VE DIŞ TİCARET LTD. ŞTİ.";"https://www.seygrup.com";"seygrup.com";""
"Başkent Ankara OSB";"SHADOWLİNE POLİMER SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"SİMART SİSTEM MÜHENDİSLİK ARAŞTIRMA TEKNOLOJİLERİ VE ENDÜSTRİYEL HİZMETLER SANAYİ VE TİCARET LTD.ŞT";"https://www.simartsistem.com.tr";"simartsistem.com.tr";""
"Başkent Ankara OSB";"SİMTES ELEKTRİK MALZEMELERİ TİCARET VE SANAYİ A.Ş.";"http://www.simteselektrik.com.tr";"simteselektrik.com.tr";""
"Başkent Ankara OSB";"SİNTEK İNŞAAT ENDÜSTRİYEL TESİSLER A.Ş.";"https://www.sintek.com.tr";"sintek.com.tr";""
"Başkent Ankara OSB";"SKOR MAKİNA İMALAT İNŞAAT SANAYİ VE TİCARET LTD. ŞTİ.";"";"";""
"Başkent Ankara OSB";"SKY PET GIDA TEDARİK A.Ş. ANKARA ŞUBESİ";"https://www.skypetfood.com";"skypetfood.com";""
"Başkent Ankara OSB";"SMT ENERJİ ÜRETİM İNŞAAT DANIŞMANLIK TAŞIMACILIK PAZARLAMA SANAYİ VE TİCARET A.Ş.";"https://www.smtenerji.com";"smtenerji.com";""
"Başkent Ankara OSB";"SN GROUP AMBALAJ KOZMETİK GIDA SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.sngroup.com.tr";"sngroup.com.tr";""
"Başkent Ankara OSB";"SRZ GRUP İMALAT PLASTİK ALÜMİNYUM İTHALAT İHRACAT SANAYİ VE TİCARET LTD. ŞTİ.";"";"";""
"Başkent Ankara OSB";"STERİLMED MEDİCAL ELEKTRİK ELEKTRONİK OTOMASYON İNŞAAT GIDA SANAYİ VE DIŞ TİCARET LTD. ŞTİ.";"https://www.sterilmed.com.tr";"sterilmed.com.tr";""
"Başkent Ankara OSB";"STROM İMALAT PROJE MÜHENDİSLİK A.Ş.";"https://www.strom.tr";"strom.tr";""
"Başkent Ankara OSB";"SUDÜNYASI FISKİYE HAVUZ SİSTEMLERİ POMPA PEYZAJ VE İNŞAAT SANAYİ TİCARET LTD. ŞTİ.";"https://www.suyundunyasi.com/";"suyundunyasi.com";""
"Başkent Ankara OSB";"SUNGURLU NAKLİYAT HARFİYAT İNŞAAT TAŞERONLUK HİZMETLERİ TURİZM TÜKETİM MALLARI TAAHHÜT SANAYİ TİCARE";"";"";""
"Başkent Ankara OSB";"SUNLEGO ENERJİ SİSTEMLERİ SANAYİ VE TİCARET A.Ş.";"https://www.plurawatt.com";"plurawatt.com";""
"Başkent Ankara OSB";"SÜMER ULUSLARARASI SANAYİ VE TİCARET A.Ş.";"https://www.sumerinc.com";"sumerinc.com";""
"Başkent Ankara OSB";"SÜNBÜL BAYBURTLUOĞLU";"";"";""
"Başkent Ankara OSB";"ŞAH ELEKTRİK İNŞAAT ÇELİK TAAHHÜT SANAYİ VE TİCARET A.Ş.";"https://www.sahgroup.net";"sahgroup.net";""
"Başkent Ankara OSB";"ŞAŞMAZ TAAHHÜT İNŞAAT TURİZM MAKİNE KİMYA SANAYİ VE TİCARET A.Ş.";"";"";""
"Başkent Ankara OSB";"ŞEREF ENDÜSTRİ METAL ENERJİ OTOMOTİV İNŞAAT GAYRİMENKUL MEDİKAL İTHALAT İHRACAT LTD. ŞTİ.";"";"";""
"Başkent Ankara OSB";"T.C. ZİRAAT BANKASI A.Ş. BAŞKENT OSB / ANKARA TİCARİ ŞUBE";"";"";""
"Başkent Ankara OSB";"TAMSAN KOMPRESÖR SANAYİ VE TİCARET A.Ş.";"https://www.tamsan.com.tr";"tamsan.com.tr";""
"Başkent Ankara OSB";"TANER ŞENER";"https://www.senermakinaimalat.com";"senermakinaimalat.com";""
"Başkent Ankara OSB";"TAŞÇI MAKİNA İNŞ.SAN.TİC.LTD.ŞTİ.";"https://www.tascimakina.com/";"tascimakina.com";""
"Başkent Ankara OSB";"TAŞMAK TEKNOLOJİ ENDÜSTRİYEL FIRIN MAKİNALARI İMALAT SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.tasmakmakina.com.tr";"tasmakmakina.com.tr";""
"Başkent Ankara OSB";"TAŞTAN KARDEŞLER İNŞAAT TAAHHÜT DEKORASYON DEMİR MALZEME PAZARLAMA SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.tastankardesler.com";"tastankardesler.com";""
"Başkent Ankara OSB";"TAURUS MAKİNA TEKNOLOJİ SANAYİ İÇ VE DIŞ TİCARET LTD. ŞTİ.";"";"";""
"Başkent Ankara OSB";"TAVUK DÜNYASI GIDA SANAYİ VE TİCARET A.Ş.";"http://www.tavykdunyasi.com";"tavykdunyasi.com";""
"Başkent Ankara OSB";"TEAJORA GIDA SANAYİ VE TİCARET A.Ş.";"";"";""
"Başkent Ankara OSB";"TEKNİMA MAKİNE ENDÜSTRİ A.Ş.";"";"";""
"Başkent Ankara OSB";"TEKNİX TEKNOLOJİ SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.tekniksatgroup.com.tr; www.teknoline.net";"tekniksatgroup.com.tr; www.teknoline.net";""
"Başkent Ankara OSB";"TEKNO-SET ELEKTRONİK SAN.VE TİC.LTD.ŞTİ.";"https://www.tekno-set.com";"tekno-set.com";""
"Başkent Ankara OSB";"TEKNOM METAL MADENCİLİK İNŞAAT NAKLİYE TEKSTİL İTHALAT İHRACAT SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"TEKNOMAK İMALAT SANAYİ VE TİCARET A.Ş.";"https://www.teknomak.com.tr";"teknomak.com.tr";""
"Başkent Ankara OSB";"TEMAPLAST AMBALAJ VE TEMİZLİK ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.";"";"";""
"Başkent Ankara OSB";"TEMSAN YAPI VE MAKİNA ENDÜSTRİ A.Ş.";"https://www.temsan.com.tr";"temsan.com.tr";""
"Başkent Ankara OSB";"TESA MEDİKAL SAĞLIK HİZMETLERİ SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"TİCORE METAL LTD. ŞTİ.";"https://www.ticoremetal.com.tr";"ticoremetal.com.tr";""
"Başkent Ankara OSB";"TİMSAN TEKNİK İNŞAAT VE MAKİNA SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.timsan.com.tr";"timsan.com.tr";""
"Başkent Ankara OSB";"TMD GRUP MAKİNE ENERJİ İNŞAAT PROJE MÜHENDİSLİK İTHALAT İHRACAT SANAYİ VE LTD.ŞTİ.";"https://www.tmdgrup.com";"tmdgrup.com";""
"Başkent Ankara OSB";"TMS MARS KAUÇUK ANONİM ŞİRKETİ";"https://www.tmsrubber.com";"tmsrubber.com";""
"Başkent Ankara OSB";"TMS TREN BAKIM ONARIM A.Ş.";"https://www.tmsmotor.com.tr";"tmsmotor.com.tr";""
"Başkent Ankara OSB";"TRANSTEK MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.";"https://www.transtekmakina.com";"transtekmakina.com";""
"Başkent Ankara OSB";"TROY MAKİNA SANAYİ LTD.ŞTİ.";"http://www.troymak.com/";"troymak.com";""
"Başkent Ankara OSB";"TTH MÜHENDİSLİK İNŞAAT VE TİCARET A.Ş.";"https://www.tthglobal.com";"tthglobal.com";""
"Başkent Ankara OSB";"TUNA MÜHENDİSLİK A.Ş.";"";"";""
"Başkent Ankara OSB";"TUNCA METAL SANAYİ VE TİCARET LTD. ŞTİ.";"";"";""
"Başkent Ankara OSB";"TURAL SAVUNMA SİSTEMLERİ SANAYİ VE DIŞ TİCARET LTD. ŞTİ.";"https://www.turalsavunma.com/";"turalsavunma.com";""
"Başkent Ankara OSB";"TUREKSA ARAÇ ÜSTÜ EKİPMAN MAKİNE PROJELENDİRME VE İMALAT SANAYİ TİCARET A.Ş.";"";"";""
"Başkent Ankara OSB";"TURKYAPI İNŞAAT SANAYİ VE TİCARET A.Ş.";"https://www.sara.com.tr";"sara.com.tr";""
"Başkent Ankara OSB";"TÜRKİYE HALK BANKASI A.Ş GENEL MÜDÜRLÜĞÜ";"";"";""
"Başkent Ankara OSB";"TÜRKSAN MAKİNA SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"TVN BORU VE VANA SANAYİ TİCARET LTD.ŞTİ.";"https://Tvnvalve.com";"tvnvalve.com";""
"Başkent Ankara OSB";"UĞUR BARUT";"";"";""
"Başkent Ankara OSB";"UĞURHAN DEMİRCİ";"";"";""
"Başkent Ankara OSB";"UMEK KAYNAK TEKNOLOJİLERİ MEKATRONİK MÜHENDİSLİK DANIŞMANLIK SANAYİ TİCARET LTD. ŞTİ.";"https://www.umek.com.tr";"umek.com.tr";""
"Başkent Ankara OSB";"UMMAN BETON MAKİNA İNŞAAT PAZARLAMA İTHALAT İHRACAT SANAYİ VE TİCARET A.Ş. BAŞKENT OSB ŞUBESİ";"https://www.umman.com.tr";"umman.com.tr";""
"Başkent Ankara OSB";"URGETEK ROBOTİK MAKİNE SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.urgetek.com";"urgetek.com";""
"Başkent Ankara OSB";"US İTHALAT VE PAZARLAMA A.Ş.";"";"";""
"Başkent Ankara OSB";"UZAY FORM MÜHENDİSLİK İNŞ.SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.uzayform.com.tr";"uzayform.com.tr";""
"Başkent Ankara OSB";"VA-KO VAGON KONTEYNER MAKİNA MÜHENDİSLİK PROJE SANAYİ VE TİCARET A.Ş. BAŞKENT OSB ŞUBESİ";"https://www.vako.com.tr";"vako.com.tr";""
"Başkent Ankara OSB";"VELAR MAKİNE VE KİMYA SANAYİ A.Ş.";"https://www.velarmakine.com.tr";"velarmakine.com.tr";""
"Başkent Ankara OSB";"VLM MAKİNA SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"VOLTBERG ENERJİ SANAYİ VE TİCARET A.Ş.";"";"";""
"Başkent Ankara OSB";"VT TASARIM MÜHENDİSLİK İMALAT SANAYİ VE TİCARET A.Ş.";"http://www.vtmuhendislik.com/";"vtmuhendislik.com";""
"Başkent Ankara OSB";"WINTON OTOMOTİV ENDÜSTRİ A.Ş.";"";"";""
"Başkent Ankara OSB";"WİNUPSUN ENERJİ PAZARLAMA A.Ş.";"https://www.winupsun.com";"winupsun.com";""
"Başkent Ankara OSB";"YALCO DIŞ TİCARET VE MÜMESSİLLİK LTD. ŞTİ.";"https://www.yalco.com.tr";"yalco.com.tr";""
"Başkent Ankara OSB";"YENİ AKTAŞ OTOMOTİV TARIM HAYVANCILIK SANAYİ VE TİCARET LTD. ŞTİ.";"http://www.yeniaktas.com.tr/";"yeniaktas.com.tr";""
"Başkent Ankara OSB";"YEPSAN SAVUNMA VE HAVACILIK SANAYİ VE TİCARET A.Ş";"https://www.yepsanssh.com.tr";"yepsanssh.com.tr";""
"Başkent Ankara OSB";"YG TEKNOLOJİ İŞ MAKİNALARI YEDEK PARÇA ÜRETİM SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.ygteknoloji.com/";"ygteknoloji.com";""
"Başkent Ankara OSB";"YG25 BİLİŞİM TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.";"";"";""
"Başkent Ankara OSB";"YILMAZLAR ÇELİK SANAYİ VE TİCARET LTD.ŞTİ.";"http://www.yilmazlarcelik.com/";"yilmazlarcelik.com";""
"Başkent Ankara OSB";"YİĞİTAY HIRDAVAT MAKİNA İNŞAAT TAAHHÜT SANAYİ TİCARET LTD. ŞTİ.";"https://www.yigitayhirdavat.com.tr";"yigitayhirdavat.com.tr";""
"Başkent Ankara OSB";"YMO MİMARLIK İNŞAAT LTD. ŞTİ.";"https://www.ymo.com.tr";"ymo.com.tr";""
"Başkent Ankara OSB";"YPT POMPA DIŞ TİCARET A.Ş.";"https://www.ypt.com.tr";"ypt.com.tr";""
"Başkent Ankara OSB";"YURTİÇİ KARGO SERVİSİ A.Ş.";"https://www.yurticikargo.com/";"yurticikargo.com";""
"Başkent Ankara OSB";"YÜKSEL KOMPOZİT TEKNOLOJİLERİ A.Ş.";"http://yukselct.com/";"yukselct.com";""
"Başkent Ankara OSB";"Z-SİSTEM HAVACILIK VE BİLİŞİM SANAYİ LTD.ŞTİ. SİNCAN ŞUBESİ";"https://www.z-sistem.com";"z-sistem.com";""
"Başkent Ankara OSB";"ZİRVE GRUP EL ALETLERİ MAKİNA HIRDAVAT İNŞAAT SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"ZOOMLION CIFA MAKİNE SANAYİ VE TİCARET A.Ş.";"https://www.zoomlion.com";"zoomlion.com";""
"Başkent Ankara OSB";"ZYM ENERJİ METAL İŞLEME SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.alpglass.com.tr";"alpglass.com.tr";""
"Demirtaş Bursa OSB";"Giyimlik Kumaş Kümesi";"https://www.dosabkumelenme.com/Detay/112/DOSAB-Giyimlik-Kumas-UR-GE-Projesi";"dosabkumelenme.com";""
"Demirtaş Bursa OSB";"Katılımcı Anketi";"https://forms.office.com/pages/responsepage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAO__bzAQmhUNFBBNko5V0pKRjZNSjRVUThYMEQyVjM2RS4u";"forms.office.com";""
"Demirtaş Bursa OSB";"Kreş ve Gündüz Bakımevi";"http://dosabkres.com/Anasayfa";"dosabkres.com";""
"Demirtaş Bursa OSB";"Yeşil OSB Veri Toplama Anketi";"https://1gbjjp7n.forms.app/basliksiz-form-1";"1gbjjp7n.forms.app";""
"Demirtaş Bursa OSB";"yeşilbeyaz";"http://www.yesilbeyaz.com.tr";"yesilbeyaz.com.tr";""
"Diyarbakır OSB";"Agroglobal Tarım Ürünleri Dış Ticaret A.Ş.";"";"";""
"Diyarbakır OSB";"Altek Galvaniz Alüminyum Profil San. Ve Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Arden Ahşap Dış Ticaret Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Ase-Mar Madencilik Teknokent Bilgisayar Mimarlık-Mühendislik Temizlik San. Tic. Ltd. Şti";"";"";""
"Diyarbakır OSB";"Asvil Metal Mad. Mob. İnş. Nak. San. Tic. A. Ş.";"";"";""
"Diyarbakır OSB";"AVF İç ve Dış Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Ayaz Denim Tekstil İnş. İmalat Lojistik İth. İhr. Tic. ve San. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Baran Eps Yalıtım Ltd. Şti..";"";"";""
"Diyarbakır OSB";"Baran Rain Decor Mob. İnş. San. Tic. A.Ş.";"";"";""
"Diyarbakır OSB";"Bistex Tekstil A.Ş.";"";"";""
"Diyarbakır OSB";"Bozanbey Gıda Tar. Hayv. Ve İnş. San. Tic. Ltd. Şti";"";"";""
"Diyarbakır OSB";"Çetin Söve İnş. Pet. Gıda San. Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Divit Seramik İnş. Ve Yapı Malz. Nak. San. Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Diyarbakır Boru Demir Çelik Makine Nakl. Turz. Tarım İth. İhr. San. San. Ve Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Diyarbekir Metal Vida İmalat Pet. San. İth. İhr. Ltd. Şti";"";"";""
"Diyarbakır OSB";"DM Boya Yapı Kimyasalları İnş. San. Ve Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Fortis Boya A.Ş.";"";"";""
"Diyarbakır OSB";"Gülsüm Erden";"";"";""
"Diyarbakır OSB";"Güneydoğu Tütüncülük ve Tarımcılık A.Ş.";"";"";""
"Diyarbakır OSB";"Hasaf Boru İnş. Tar. Turz. San. Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Hasan ASLAN";"";"";""
"Diyarbakır OSB";"Larimar İnş. Tic. San. A.Ş.";"";"";""
"Diyarbakır OSB";"Masmak Makine Kimya A.Ş.";"";"";""
"Diyarbakır OSB";"Maytek Tar. Teks. Enerji Geri Dön. İnş. Soğ. Sis. Dan. San. ve Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Mehmetoğulları Metal Alüminyum San. Ve Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"MRT Trafo İmalat İth. İhr. San. Ve Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Mtech Mak. İnş. Tar. San.ve Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Musa HASANOĞLU MSA Geri Dönüşüm";"";"";""
"Diyarbakır OSB";"Nakko Moda San. ve Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Nirvana PVC Alüminyum Cam İnş. Hırdavat İt. İhr. San. Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Organizers Plastik Metal San. Ve Dış Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Oxo Bau Yapı Kimyasalları San. Tic. A.Ş.";"";"";""
"Diyarbakır OSB";"Önde Teknoloji Gıda İçecek Plas. San. Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Önser Tekstil İnşaat Nakliyat Mermer San. İç ve Dış Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Poly Tech Metal San ve Tic. A.Ş";"";"";""
"Diyarbakır OSB";"Prime Recyclıng Geri Dönüşüm İnş. Elk. San. Ve Tic. Ltd. Şti";"";"";""
"Diyarbakır OSB";"Pro Yem San. Ve Tic. A.Ş.";"";"";""
"Diyarbakır OSB";"Rohiv Mobilya Hırdavat İnş. Nakl. Gıda İth. İhr. San. ve Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Royal Door Mob. İnş. Nak. İth. İhr. San. Ve Tic. Ltd. Şti. tech Enerji A.Ş.";"";"";""
"Diyarbakır OSB";"Semka Modiler Mob. İnş. İth. İhr. San. Ve Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Set Transit Taşımacılık Galvaniz San. Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Set Yumurta Gıda Tar. Hayv. Bilişim Taah. San. ve Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"STS Alüminyum İnş. San. Ve Tic. Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Sungatech Enerji A.Ş.";"";"";""
"Diyarbakır OSB";"Tigris Gap Tar. Ür. Lisanslı Depoculuk A.Ş";"";"";""
"Diyarbakır OSB";"Valar Mühendislik Ltd. Şti.";"";"";""
"Diyarbakır OSB";"Yakup Aziz ASLAN";"";"";""
"Diyarbakır OSB";"YMO Tekstil İnş. San. İç ve Dış Tic. Ltd. Şti.";"";"";""
"DOSB Kocaeli Gebze";"Ana metal sanayii";"";"";""
"DOSB Kocaeli Gebze";"Ana metal sanayii";"";"";""
"DOSB Kocaeli Gebze";"Ana metal sanayii";"";"";""
"DOSB Kocaeli Gebze";"Ana metal sanayii";"";"";""
"DOSB Kocaeli Gebze";"Başka yerde sınıflandırılmamış makine ve ekipman imalatı";"";"";""
"DOSB Kocaeli Gebze";"Elektrikli teçhizat imalatı";"";"";""
"DOSB Kocaeli Gebze";"Elektrikli teçhizat imalatı";"";"";""
"DOSB Kocaeli Gebze";"Elektrikli teçhizat imalatı";"";"";""
"DOSB Kocaeli Gebze";"Kara taşımacılığı ve boru hattı taşımacılığı";"";"";""
"DOSB Kocaeli Gebze";"Kara taşımacılığı ve boru hattı taşımacılığı";"";"";""
"DOSB Kocaeli Gebze";"Kara taşımacılığı ve boru hattı taşımacılığı";"";"";""
"DOSB Kocaeli Gebze";"Kara taşımacılığı ve boru hattı taşımacılığı";"";"";""
"DOSB Kocaeli Gebze";"Kauçuk ve plastik ürünlerin imalatı";"";"";""
"DOSB Kocaeli Gebze";"Kauçuk ve plastik ürünlerin imalatı";"";"";""
"DOSB Kocaeli Gebze";"Kimyasalların ve kimyasal ürünlerin imalatı";"";"";""
"DOSB Kocaeli Gebze";"Kimyasalların ve kimyasal ürünlerin imalatı";"";"";""
"DOSB Kocaeli Gebze";"Kimyasalların ve kimyasal ürünlerin imalatı";"";"";""
"DOSB Kocaeli Gebze";"Kimyasalların ve kimyasal ürünlerin imalatı";"";"";""
"DOSB Kocaeli Gebze";"Kimyasalların ve kimyasal ürünlerin imalatı";"";"";""
"DOSB Kocaeli Gebze";"Makine ve ekipmanların kurulumu ve onarımı";"";"";""
"DOSB Kocaeli Gebze";"Motorlu kara taşıtlarının ve motosikletlerin toptan ve perakende ticareti ile onarımı";"";"";""
"DOSB Kocaeli Gebze";"Motorlu kara taşıtlarının ve motosikletlerin toptan ve perakende ticareti ile onarımı";"";"";""
"DOSB Kocaeli Gebze";"Özel inşaat faaliyetleri";"";"";""
"DOSB Kocaeli Gebze";"Temel eczacılık ürünlerinin ve eczacılığa ilişkin malzemelerin imalatı";"";"";""
"DOSB Kocaeli Gebze";"Temel eczacılık ürünlerinin ve eczacılığa ilişkin malzemelerin imalatı";"";"";""
"Ergene-1 Tekirdağ OSB";"Abkar Mühendislik Paz.Mak.San.ve Tic.Ltd.Şti.";"http://www.abkar.com.tr/";"abkar.com.tr";""
"Ergene-1 Tekirdağ OSB";"Akın İnşaat ve İnş. Malz. Tic. ve San. Ltd. Şti.";"http://www.akininsaat.com.tr/";"akininsaat.com.tr";""
"Ergene-1 Tekirdağ OSB";"Altoteks Tekstil Giyim Boya Apre San. Tic. A.Ş.";"https://www.altoteks.com.tr";"altoteks.com.tr";""
"Ergene-1 Tekirdağ OSB";"Araz Otomotiv Demir Çelik Petrol Ürünleri San. Ve Tic. Ltd. Şti.";"";"";""
"Ergene-1 Tekirdağ OSB";"Arfen Alüminyum San. Ve Tic. A.Ş.";"https://www.arfenaluminyum.com.tr/";"arfenaluminyum.com.tr";""
"Ergene-1 Tekirdağ OSB";"Astaş Alüminyum San. Tic. A.Ş.";"https://www.astasaluminium.com";"astasaluminium.com";""
"Ergene-1 Tekirdağ OSB";"Aydın Plastik Ambalaj San. ve Tic. Ltd. Şti.";"https://www.aydinplastik.com.tr";"aydinplastik.com.tr";""
"Ergene-1 Tekirdağ OSB";"Bilkont Dış Tic. Tekstil San. A.Ş.";"https://www.bilkont.com.tr";"bilkont.com.tr";""
"Ergene-1 Tekirdağ OSB";"Cansan İplik Pazarlama San.Ve Dış.Tic.A.Ş";"";"";""
"Ergene-1 Tekirdağ OSB";"Corex Ambalaj Sanayi ve Ticaret A.Ş.";"https://www.corexgroup.com/";"corexgroup.com";""
"Ergene-1 Tekirdağ OSB";"Dikgör İplik Tekstil Pazarlama San. Ve Tic. Ltd. Şti.";"https://www.dikgoriplik.com.tr";"dikgoriplik.com.tr";""
"Ergene-1 Tekirdağ OSB";"DMS Dilmenler Mak. Teks. San. Tic. A.Ş.";"https://www.dilmenler.com.tr";"dilmenler.com.tr";""
"Ergene-1 Tekirdağ OSB";"Doğuş Tekstil İşletmeleri San. Tic. A.Ş.";"https://www.dogustekstil.com";"dogustekstil.com";""
"Ergene-1 Tekirdağ OSB";"Dolu Oyuncak San. ve Tic. A.Ş.";"https://www.dolu.com.tr/";"dolu.com.tr";""
"Ergene-1 Tekirdağ OSB";"Dünya Tekstil Mak ve Taş San Tic Ltd Şti";"https://www.dunyatekstil.com/";"dunyatekstil.com";""
"Kayapa Bursa OSB";"100";"";"mollearia.com";"m.uyan@mollearia.com"
"Kayapa Bursa OSB";"101";"";"";""
"Kayapa Bursa OSB";"102";"";"nilkim.com";"info@nilkim.com"
"Kayapa Bursa OSB";"103";"";"nurmetal.com";"muhasebe@nurmetal.com"
"Kayapa Bursa OSB";"104";"";"okambalaj.com%20tr";"muhasebe@okambalaj.com%20tr"
"Kayapa Bursa OSB";"105";"";"";""
"Kayapa Bursa OSB";"106";"";"";""
"Kayapa Bursa OSB";"107";"";"";""
"Kayapa Bursa OSB";"108";"";"onsanvakum.com.tr";"onsan@onsanvakum.com.tr"
"Kayapa Bursa OSB";"109";"";"";""
"Kayapa Bursa OSB";"110";"";"plaskar.com";"bilgi@plaskar.com"
"Kayapa Bursa OSB";"111";"";"";""
"Kayapa Bursa OSB";"112";"";"orsa-ltd.com";"aegoyunc@orsa-ltd.com"
"Kayapa Bursa OSB";"113";"";"oskimautomotive.com";"export@oskimautomotive.com"
"Kayapa Bursa OSB";"114";"";"";""
"Kayapa Bursa OSB";"115";"";"atelierline.com.tr";"info@atelierline.com.tr"
"Kayapa Bursa OSB";"116";"";"";""
"Kayapa Bursa OSB";"117";"";"ozotasan.com";"ozotasan@ozotasan.com"
"Kayapa Bursa OSB";"118";"";"paromak.com";"byigit@paromak.com"
"Kayapa Bursa OSB";"119";"";"";""
"Kayapa Bursa OSB";"120";"";"";""
"Kayapa Bursa OSB";"121";"";"pbd.com.tr";"info@pbd.com.tr"
"Kayapa Bursa OSB";"122";"";"plaskar.com";"bilgi@plaskar.com"
"Kayapa Bursa OSB";"123";"";"paromak.com";"byigit@paromak.com"
"Kayapa Bursa OSB";"124";"";"polteks.com";"polteks@polteks.com"
"Kayapa Bursa OSB";"125";"";"pst-pur.com";"info@pst-pur.com"
"Kayapa Bursa OSB";"126";"";"revocoat.com.tr";"mkoken@revocoat.com.tr"
"Kayapa Bursa OSB";"127";"";"";""
"Kayapa Bursa OSB";"128";"";"";""
"Kayapa Bursa OSB";"129";"";"";""
"Kayapa Bursa OSB";"130";"";"";""
"Kayapa Bursa OSB";"131";"";"";""
"Kayapa Bursa OSB";"132";"https://www.google.com.tr/search?q=senfe+metal&amp;ei=s99CYr6vEuqQxc8P0eyq2Ac&amp;ved=0ahUKEwj-1JbPjuv2AhVqSPEDHVG2CnsQ4dUDCA4&amp;uact=5&amp;oq=senfe+metal&amp;gs_lcp=Cgdnd3Mtd2l6EAMyCwguEIAEEMcBEK8BOgQIABBDOgsIABCABBCxAxCDAToKCC4QxwEQrwEQQzoICC4QgAQQsQM6BQgAEIAEOggIABCABBCxAzoFCC4QgAQ6CAguELEDEIMBOggILhCABBDUAjoOCC4QgAQQsQMQxwEQrwE6DgguEIAEEMcBEK8BENQCOgcIABCxAxAKOg0ILhCxAxCDARDUAhAKOgQIABAKOgQILhAKOgcILhDUAhAKSgQIQRgASgQIRhgAUABY3BFg7xVoAHABeACAAZkCiAGNEZIBBTAuNy40mAEAoAEBwAEB&amp;sclient=gws-wiz";"google.com.tr";""
"Kayapa Bursa OSB";"133";"";"seremotomotiv.com.tr";"cemkangal@seremotomotiv.com.tr"
"Kayapa Bursa OSB";"134";"";"k&#305;rkagac.com";"k&#305;rkagac@k&#305;rkagac.com"
"Kayapa Bursa OSB";"135";"";"sodsan.com";"sodsan@sodsan.com"
"Kayapa Bursa OSB";"136";"";"sodsan.com";"sodsan@sodsan.com"
"Kayapa Bursa OSB";"137";"";"";""
"Kayapa Bursa OSB";"138";"";"";""
"Kayapa Bursa OSB";"139";"";"sonmakpvc.com";"info@sonmakpvc.com"
"Kayapa Bursa OSB";"140";"";"";""
"Kayapa Bursa OSB";"141";"";"";""
"Kayapa Bursa OSB";"142";"";"";""
"Kayapa Bursa OSB";"143";"";"sukim.com.tr";"info@sukim.com.tr"
"Kayapa Bursa OSB";"144";"";"";""
"Kayapa Bursa OSB";"145";"";"sutetyum.com";"info@sutetyum.com"
"Kayapa Bursa OSB";"146";"";"";""
"Kayapa Bursa OSB";"147";"";"tmsstand.com";"info@tmsstand.com"
"Kayapa Bursa OSB";"148";"";"tcm-tr.com";"sennurs@tcm-tr.com"
"Kayapa Bursa OSB";"149";"";"tekkimambalaj.com";"tekkim@tekkimambalaj.com"
