Okul Adı;Şehir;Kategori;Telefon;Web Sitesi;Domain;Adres
BAHÇELİEVLER GÖKKUŞAĞI KOLEJİ İLKOKULU;İstanbul;İlköğretim;02126445900;gokkusagi.k12.tr;gokkusagi.k12.tr;ESKİ LONDRA ASFALTI NO: 15 HAZNEDAR BAHÇELİEVLER – İSTANBUL
BAHÇELİEVLER GÖKKUŞAĞI KOLEJİ LİSESİ;İstanbul;Lise;05332531012;gokkusagi.k12.tr;gokkusagi.k12.tr;ESKİ LONDRA ASFALTI NO: 15 HAZNEDAR BAHÇELİEVLER – İSTANBUL
BAHÇELİEVLER GÖKKUŞAĞI KOLEJİ ORTAOKULU;İstanbul;Ortaokul;02126445900;gokkusagi.k12.tr;gokkusagi.k12.tr;ESKİ LONDRA ASFALTI NO: 15 HAZNEDAR BAHÇELİEVLER – İSTANBUL
BAHÇELİEVLER KAMPÜSÜ OKYANUS KOLEJİ ORTAOKULU;İstanbul;Ortaokul;02126439363;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;İZZETTİN ÇALIŞLAR CAD. CELAL NURİ SK. NO:31 BAHÇELİEVLER MERKEZ | İSTANBUL
BAHÇELİEVLER OĞUZKAAN KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;02124416110;https://www.oguzkaankoleji.com;oguzkaankoleji.com;TALATPAŞA CADDESİ RADYUM SOKAK NO:2 BAHÇELİEVLER/İSTANBUL
BAHÇELİEVLER OĞUZKAAN KOLEJİ İLKOKULU;İstanbul;İlköğretim;02124416110;https://www.oguzkaankoleji.com;oguzkaankoleji.com;TALATPAŞA CADDESİ RADYUM SOKAK NO:2 BAHÇELİEVLER/İSTANBUL
BAHÇELİEVLER OĞUZKAAN KOLEJİ ORTAOKULU;İstanbul;Ortaokul;02124416110;https://www.oguzkaankoleji.com;oguzkaankoleji.com;TALATPAŞA CADDESİ RADYUM SOKAK NO:2 BAHÇELİEVLER/İSTANBUL
BAHÇELİEVLER OKYANUS KOLEJİ KAMPÜSÜ ANAOKULU;İstanbul;Okul Öncesi;02126439363;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;İZZETTİN ÇALIŞLAR CAD. CELAL NURİ SK. NO:31 BAHÇELİEVLER MERKEZ | İSTANBUL
BAHÇEŞEHİR GÖKKUŞAĞI KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;02126728426;gokkusagi.k12.tr;gokkusagi.k12.tr;ORHAN GAZİ MAH. 1654 SK. NO: 40  ESENYURT – İSTANBUL
BAHÇEŞEHİR GÖKKUŞAĞI KOLEJİ İLKOKULU;İstanbul;İlköğretim;02126728426;gokkusagi.k12.tr;gokkusagi.k12.tr;ORHAN GAZİ MAH. 1654 SK. NO: 40  ESENYURT – İSTANBUL
BAHÇEŞEHİR GÖKKUŞAĞI KOLEJİ ORTAOKULU;İstanbul;Ortaokul;02126728426;gokkusagi.k12.tr;gokkusagi.k12.tr;ORHAN GAZİ MAH. 1654 SK. NO: 40  ESENYURT – İSTANBUL
BAHÇEŞEHİR KÜÇÜK ADIMLAR ANAOKULU;İstanbul;Okul Öncesi;02126695735;http://www.kucukadimlar.com.tr/iletisim.html;kucukadimlar.com.tr;BAHÇEŞEHİR 2. KISIM, KC A06 VİLLA, AHMET TANER KIŞLALI BLV NO:11, 34488 BAŞAKŞEHİR/İSTANBUL
BAHÇEŞEHİR NESLİN DEĞİŞEN SESİ OKULLARI ANAOKULU;İstanbul;Okul Öncesi;02126073131;https://www.ilkokul.nds.k12.tr;ilkokul.nds.k12.tr;BAHÇEŞEHİR 2. KISIM MAH. 9. CAD. İLKÖĞRETİM BLOK NO: 12 BAŞAKŞEHİR / İSTANBUL
BAHÇEŞEHİR NESLİN DEĞİŞEN SESİ OKULLARI İLKOKUL;İstanbul;İlköğretim;02126073131;https://www.ilkokul.nds.k12.tr;ilkokul.nds.k12.tr;BAHÇEŞEHİR 2. KISIM MAH. 9. CAD. İLKÖĞRETİM BLOK NO: 12 BAŞAKŞEHİR / İSTANBUL
BAHÇEŞEHİR NESLİN DEĞİŞEN SESİ OKULLARI ORTAOKUL;İstanbul;İlköğretim;0212-607-31-31;https://www.ilkokul.nds.k12.tr;ilkokul.nds.k12.tr;BAHÇEŞEHİR 2. KISIM MAH. 9. CAD. İLKÖĞRETİM BLOK NO: 12 BAŞAKŞEHİR / İSTANBUL
BAHÇEŞEHİR OĞUZKAAN KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;02126080714;https://www.oguzkaankoleji.com;oguzkaankoleji.com;BAHÇEŞEHİR 1.KISIM MAHALLESİ ÇORUH SOKAĞI NO: 6/8 34448
BAHÇEŞEHİR OĞUZKAAN KOLEJİ İLKOKULU;İstanbul;İlköğretim;02126080714;https://www.oguzkaankoleji.com;oguzkaankoleji.com;BAHÇEŞEHİR 1.KISIM MAHALLESİ ÇORUH SOKAĞI NO: 6/8 34448
BAHÇEŞEHİR OĞUZKAAN KOLEJİ ORTAOKULU;İstanbul;Ortaokul;02126080714;https://www.oguzkaankoleji.com;oguzkaankoleji.com;BAHÇEŞEHİR 1.KISIM MAHALLESİ ÇORUH SOKAĞI NO: 6/8 34448
BAHÇEŞEHİR OKYANUS KOLEJİ ANADOLU LİSESİ;İstanbul;Lise;2126050610;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;TALAT PAŞA CAD. YEŞİL IRMAK SOK. NO:1 ESENKENT | İSTANBUL
BAHÇEŞEHİR OKYANUS KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;2126050610;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;TALAT PAŞA CAD. YEŞİL IRMAK SOK. NO:1 ESENKENT | İSTANBUL
BAHÇEŞEHİR OKYANUS KOLEJİ FEN LİSESİ;İstanbul;Lise;2126050610;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;TALAT PAŞA CAD. YEŞİL IRMAK SOK. NO:1 ESENKENT | İSTANBUL
BAHÇEŞEHİR OKYANUS KOLEJİ GÜZEL SANATLAR LİSESİ;İstanbul;Lise;2126050610;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;TALAT PAŞA CAD. YEŞİL IRMAK SOK. NO:1 ESENKENT | İSTANBUL
BAHÇEŞEHİR OKYANUS KOLEJİ İLKOKULU;İstanbul;İlköğretim;2126050610;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;TALAT PAŞA CAD. YEŞİL IRMAK SOK. NO:1 ESENKENT | İSTANBUL
BAHÇEŞEHİR OKYANUS KOLEJİ ÜSTÜN ZEKALILAR İLKOKULU;İstanbul;İlköğretim;2126050610;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;TALAT PAŞA CAD. YEŞİL IRMAK SOK. NO:1 ESENKENT | İSTANBUL
BAKIRKÖY OĞUZKAAN KOLEJİ ORTAOKULU;İstanbul;Ortaokul;02125610730;https://www.oguzkaankoleji.com;oguzkaankoleji.com;ZUHURATBABA MAH. HAKSEVER SK. NO:10 BAKIRKÖY/İSTANBUL
BANDIRMA MUTLU ÇOCUKLAR ANAOKULU;Balıkesir;Okul Öncesi;0 216 706 03 02;https://www.kidoole.com/anaokulu;kidoole.com;YENİ MAH. 1196 SK. NO: 4 BANDIRMA/BALIKESİR
BASINEKSPRES VATAN ANADOLU LİSESİ;İstanbul;Ortaokul;02124525273;www.vatanokullari.com;vatanokullari.com;YENİBOSNA  MERKEZ MAH. ÇINAR CAD KAVAK SK. NO:5 (STARCİTY AVM YANI)
BASINEKSPRES VATAN İLKOKULU;İstanbul;İlköğretim;02124525273;www.vatanokullari.com;vatanokullari.com;YENİBOSNA  MERKEZ MAH. ÇINAR CAD KAVAK SK. NO:5 (STARCİTY AVM YANI)
BASINEKSPRES VATAN ORTAOKULU;İstanbul;Ortaokul;02124525273;www.vatanokullari.com;vatanokullari.com;YENİBOSNA MERKEZ MAH. ÇINAR CAD KAVAK SK. NO:5 (STARCİTY AVM YANI)
BAŞKENT ÜNİVERSİTESİ ÖZEL AYŞEABLA ANADOLU LİSESİ;Ankara;Lise;312 285 58 00;ayseabla@ayseabla.k12.tr;ayseabla.k12.tr;ÇİĞDEM MAHALLESİ 1550. CADDE NO:5 ÇANKAYA 06520 ANKARA
BAŞKENT ÜNİVERSİTESİ ÖZEL AYŞEABLA OKULLARI ANAOKULU;Ankara;Okul Öncesi;3122855800;ayseabla@ayseabla.k12.tr;ayseabla.k12.tr;ÇİĞDEM MAHALLESİ 1550. CADDE NO:5 ÇANKAYA 06520 ANKARA
BAŞKENT ÜNİVERSİTESİ ÖZEL AYŞEABLA OKULLARI FEN LİSESİ;Ankara;Lise;3122855800;ayseabla@ayseabla.k12.tr;ayseabla.k12.tr;ÇİĞDEM MAHALLESİ 1550. CADDE NO:5 ÇANKAYA 06520 ANKARA
BAŞKENT ÜNİVERSİTESİ ÖZEL AYŞEABLA OKULLARI İLKOKULU;Ankara;İlköğretim;312 285 58 00;ayseabla@ayseabla.k12.tr;ayseabla.k12.tr;ÇİĞDEM MAHALLESİ 1550. CADDE NO:5 ÇANKAYA 06520 ANKARA
BAŞKENT ÜNİVERSİTESİ ÖZEL AYŞEABLA OKULLARI ORTAOKUL;Ankara;Ortaokul;312 285 58 00(1302);ayseabla@ayseabla.k12.tr;ayseabla.k12.tr;ÇİĞDEM MAHALLESİ 1550. CADDE NO:5 ÇANKAYA 06520 ANKARA
BAYRAMPAŞA KAMPÜSÜ OKYANUS KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;02125440999;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;ALTINTEPSİ MAH. ÇİFTLİK CAD. OKYANUS KOLEJİ BLOK NO: 8 BAYRAMPAŞA / İSTANBUL
BENİM DÜNYAM ANAOKULU;İstanbul;Okul Öncesi;02165202993;;;ATAKENT MAHALLESİ. TÜRKLER CADDESİ. SEZEN SOKAK. NO: 6
BEŞİKTAŞ ARMADA ANAOKULU;İstanbul;Okul Öncesi;4 447 763 __ __;https://armadaokullari.com/;armadaokullari.com;Gayrettepe Mah. Ekin Sok. No:2 Beşiktaş, İSTANBUL
BEŞİKTAŞ ARMADA İLKOKULU;İstanbul;İlköğretim;02122161140;http://www.armadaokullari.com;armadaokullari.com;GAYRETTEPE MAH.EKİN SOKAK NO:2/A KAT:1-2.
BEŞİKTAŞ ARMADA ORTAOKULU;İstanbul;Ortaokul;02122161140;http://www.armadaokullari.com;armadaokullari.com;GAYRETTEPE MAH.EKİN SOKAK NO:2/A KAT:1-2.
BEYKENT KAMPÜSÜ OKYANUS KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;02128559696;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;ADNAN KAHVECİ MAH. YAVUZ SULTAN SELİM BULV. DENİZ AKTAŞ CAD, BEYLİKDÜZÜ | İSTANBU
BEYKENT KAMPÜSÜ OKYANUS KOLEJİ ORTAOKULU;İstanbul;Ortaokul;02128559696;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;ADNAN KAHVECİ MAH. YAVUZ SULTAN SELİM BULV. DENİZ AKTAŞ CAD, BEYLİKDÜZÜ | İSTANBUL
BEYLİKDÜZÜ  GÖKKUŞAĞI KOLEJİ ANADOLU LİSESİ;İstanbul;Lise;02128558904;gokkusagi.k12.tr;gokkusagi.k12.tr;ADNANKAHVECİ MH. FABRİKALAR CD. NO:4 BEYLİKDÜZÜ – İSTANBUL
BEYLİKDÜZÜ  GÖKKUŞAĞI KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;02128558904;gokkusagi.k12.tr;gokkusagi.k12.tr;ADNANKAHVECİ MH. FABRİKALAR CD. NO:4 BEYLİKDÜZÜ – İSTANBUL
BEYLİKDÜZÜ  GÖKKUŞAĞI KOLEJİ İLKOKULU;İstanbul;İlköğretim;02128558904;gokkusagi.k12.tr;gokkusagi.k12.tr;ADNANKAHVECİ MH. FABRİKALAR CD. NO:4 BEYLİKDÜZÜ – İSTANBUL
BEYLİKDÜZÜ  GÖKKUŞAĞI KOLEJİ ORTAOKULU;İstanbul;Ortaokul;02128558904;gokkusagi.k12.tr;gokkusagi.k12.tr;ADNANKAHVECİ MH. FABRİKALAR CD. NO:4 BEYLİKDÜZÜ – İSTANBUL
BEYLİKDÜZÜ AYDINLAR KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;0 212 777 81 81;https://beylikduzuaydinlarkoleji.com/;beylikduzuaydinlarkoleji.com;Barış Mahallesi Haziran Sokak No.5 34501 Beylikdüzü, İstanbul
BEYLİKDÜZÜ AYDINLAR KOLEJİ İLKÖĞRETİM OKULU;İstanbul;İlköğretim;0 212 777 81 81;https://beylikduzuaydinlarkoleji.com/;beylikduzuaydinlarkoleji.com;Barış Mahallesi Haziran Sokak No.5 34501 Beylikdüzü, İstanbul
BEYLİKDÜZÜ AYDINLAR KOLEJİ ORTAOKULU;İstanbul;Ortaokul;0 212 777 81 81;https://beylikduzuaydinlarkoleji.com/;beylikduzuaydinlarkoleji.com;Barış Mahallesi Haziran Sokak No.5 34501 Beylikdüzü, İstanbul
BEYLİKDÜZÜ MODERN EĞİTİM KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;0 212 746 66 66;https://modernegitimkoleji.com/;modernegitimkoleji.com;Kavaklı Mah. Deniz Aktaş Cad. 34520 No: 18 Beylikdüzü / İstanbul
BEYLİKDÜZÜ MODERN EĞİTİM KOLEJİ İLKÖĞRETİM OKULU;İstanbul;İlköğretim;0 212 746 66 66;https://modernegitimkoleji.com/;modernegitimkoleji.com;Kavaklı Mah. Deniz Aktaş Cad. 34520 No: 18 Beylikdüzü / İstanbul
BEYLİKDÜZÜ MODERN EĞİTİM KOLEJİ LİSESİ;İstanbul;Lise;0 212 746 66 66;https://modernegitimkoleji.com/;modernegitimkoleji.com;Kavaklı Mah. Deniz Aktaş Cad. 34520 No: 18 Beylikdüzü / İstanbul
BEYLİKDÜZÜ MODERN EĞİTİM KOLEJİ ORTAOKULU;İstanbul;Ortaokul;0 212 746 66 66;https://modernegitimkoleji.com/;modernegitimkoleji.com;Kavaklı Mah. Deniz Aktaş Cad. 34520 No: 18 Beylikdüzü / İstanbul
BEYLİKDÜZÜ OĞUZKAAN KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;05354625953;https://www.oguzkaankoleji.com;oguzkaankoleji.com;ADNAN KAHVECİ MAHALLESİ, ÇALIŞLAR CD. 34528 BEYLİKDÜZÜ
BEYLİKDÜZÜ OĞUZKAAN KOLEJİ İLKOKULU;İstanbul;İlköğretim;05354625953;https://www.oguzkaankoleji.com;oguzkaankoleji.com;ADNAN KAHVECİ MAHALLESİ, ÇALIŞLAR CD. 34528 BEYLİKDÜZÜ
BEYLİKDÜZÜ OĞUZKAAN KOLEJİ ORTAOKULU;İstanbul;Ortaokul;05354625953;https://www.oguzkaankoleji.com;oguzkaankoleji.com;ADNAN KAHVECİ MAHALLESİ, ÇALIŞLAR CD. 34528 BEYLİKDÜZÜ
BEYLİKDÜZÜ OKYANUS KOLEJİ ANADOLU LİSESİ;İstanbul;Lise;02128536900;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;MEVLANA MH. HALİM ÇELEBİ CADDESİ BİNA NO: 01 A9 BLOK ESENYURT - İSTANBUL
BEYLİKDÜZÜ OKYANUS KOLEJİ ANAOKULU;İstanbul;Okul Öncesi;02128533876;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;MEVLANA MH. HALİM ÇELEBİ CADDESİ BİNA NO: 01 A9 BLOK ESENYURT - İSTANBUL
BEYLİKDÜZÜ OKYANUS KOLEJİ İLKOKULU;İstanbul;İlköğretim;02128536900;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;MEVLANA MH. HALİM ÇELEBİ CADDESİ BİNA NO: 01 A9 BLOK ESENYURT - İSTANBUL
BEYLİKDÜZÜ OKYANUS KOLEJİ ORTAOKULU;İstanbul;Ortaokul;02128536900;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;MEVLANA MH. HALİM ÇELEBİ CADDESİ BİNA NO: 01 A9 BLOK ESENYURT - İSTANBUL
BEYLİKDÜZÜ VATAN İLKOKULU;İstanbul;İlköğretim;02128530784;www.vatanokullari.com;vatanokullari.com;CUMHURİYET MAH. HÜRRİYET CAD.İNNOVİA 1 SİTESİ 1. ETAP
BEYTEPE MOR ANAOKULU;Ankara;Okul Öncesi;0 532 740 83 84;https://beytepekoleji.com/;beytepekoleji.com;Alacaatlı Mah. 3381. Cad. No:19-C Çayyolu/ANKARA
BEZCİYAN ERMENİ İLKOKULU;İstanbul;İlköğretim;02125172475;http://www.bezciyan.k12.tr;bezciyan.k12.tr;MUHSİNE HATUN MAH. SEVGİ SOK. NO. 3, 34130 KUMKAPI
BEZCİYAN ERMENİ ORTAOKULU;İstanbul;Ortaokul;02125170948;http://www.bezciyan.k12.tr;bezciyan.k12.tr;SEVGİ SOK. NO. 3, 34130 KUMKAPI
BİLFEN BURSA İLKOKULU;Bursa;İlköğretim;0 224 549 24 98;https://bilfen.com/tr;bilfen.com;Çağrışan mah. Hürriyet sokağı no:33 Mudanya/Bursa
BİLGEM ANADOLU LİSESİ;Elazığ;Lise;04242481860;bilgemokullari.com;bilgemokullari.com;HİLALKENT MAH.BASKİL CAD.NO:88, 23350 ELÂZIĞ MERKEZ/ELAZIĞ
BİLGEM ANADOLU SAĞLIK MESLEK LİSESİ;Elazığ;Lise;04242471981;bilgemokullari.com;bilgemokullari.com;HİLALKENT MAH.BASKİL CAD.NO:88, 23350 ELÂZIĞ MERKEZ/ELAZIĞ
BİLGEM ANAOKULU;Elazığ;Okul Öncesi;04242481860;bilgemokullari.com;bilgemokullari.com;HİLALKENT MAH.BASKİL CAD.NO:88, 23350 ELÂZIĞ MERKEZ/ELAZIĞ
BİLGEM FEN LİSESİ;Elazığ;Lise;04242471981;bilgemokullari.com;bilgemokullari.com;HİLALKENT MAH.BASKİL CAD.NO:88, 23350 ELÂZIĞ MERKEZ/ELAZIĞ
BİLGEM İLKOKULU;Elazığ;İlköğretim;05054902055;bilgemokullari.com;bilgemokullari.com;HİLALKENT MAH.BASKİL CAD.NO:88, 23350 ELÂZIĞ MERKEZ/ELAZIĞ
BİLGEM MESLEKİ VE TEKNİK ANADOLU LİSESİ;Elazığ;Lise;04242471981;bilgemokullari.com;bilgemokullari.com;HİLALKENT MAH.BASKİL CAD.NO:88, 23350 ELÂZIĞ MERKEZ/ELAZIĞ
BİLGEM ORTAOKULU;Elazığ;Ortaokul;05054902055;bilgemokullari.com;bilgemokullari.com;HİLALKENT MAH.BASKİL CAD.NO:88, 23350 ELÂZIĞ MERKEZ/ELAZIĞ
BİLGİ BECERİ BAŞARI ANAOKULU;İstanbul;Okul Öncesi;02126634666;https://www.3bcocukakademisi.com/;3bcocukakademisi.com;ŞENLİKKÖY MAH. ÜLKEM SOK. NO:42 VİLLA EBRU, FLORYA
BİLİM YAŞAM OKULLARI ANAOKULU;İstanbul;Okul Öncesi;02124446307;https://www.bilimyasam.com/;bilimyasam.com;ADNAN KAHVECİ MAH. HARBİYE CAD. NO:21
BİLİM YAŞAM OKULLARI İLKOKULU;İstanbul;İlköğretim;02124446307;https://www.bilimyasam.com/;bilimyasam.com;ADNAN KAHVECİ MAH. HARBİYE CAD. NO:21
BİLİM YAŞAM OKULLARI LİSESİ;İstanbul;Lise;02124446307;https://www.bilimyasam.com/;bilimyasam.com;ADNAN KAHVECİ MAH. HARBİYE CAD. NO:21
BİLİM YAŞAM OKULLARI ORTAOKULU;İstanbul;Ortaokul;02124446307;https://www.bilimyasam.com/;bilimyasam.com;ADNAN KAHVECİ MAH. HARBİYE CAD. NO:21
BİLİNÇ ANAOKULU;Ankara;Lise;05334181129;http://bilinckoleji.com;bilinckoleji.com;TUZLUÇAYIR MAH. TIP FAKÜLTESİ CAD. NO: 176 İÇ KAPI NO: 1
BİLİNÇ İLKOKULU;Ankara;İlköğretim;03124354545;http://bilinckoleji.com;bilinckoleji.com;KARTALTEPE MAH. TIP FAKÜLTESİ CAD. NO: 165 İÇ KAPI NO: 1
BİLİNÇ MESLEKİ VE TEKNİK ANADOLU LİSESİ;Ankara;Lise;03124344242;http://bilinckoleji.com;bilinckoleji.com;TUZLUÇAYIR MAH. TIP FAKÜLTESİ CAD. NO: 176 İÇ KAPI NO: 1
BİLİNÇ ORTAOKULU;Ankara;Ortaokul;03124354545;http://bilinckoleji.com;bilinckoleji.com;KARTALTEPE MAH. TIP FAKÜLTESİ CAD. NO: 165 İÇ KAPI NO: 1
BORNOVA OKYANUS KOLEJİ ANADOLU LİSESİ;İzmir;Lise;02323257070;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;129 / 32 SOKAK NO: 2 EVKA 3 MAHALLESİ BORNOVA | İZMİR
BORNOVA OKYANUS KOLEJİ ANAOKULU;İzmir;Okul Öncesi;02323257070;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;129 / 32 SOKAK NO: 2 EVKA 3 MAHALLESİ BORNOVA | İZMİR
BORNOVA OKYANUS KOLEJİ ORTAOKULU;İzmir;Ortaokul;02323257070;https://www.okyanuskoleji.k12.tr;okyanuskoleji.k12.tr;129 / 32 SOKAK NO: 2 EVKA 3 MAHALLESİ BORNOVA | İZMİR
BURÇAK EYÜBOĞLU FEN VE TEKNOLOJİ LİSESİ;İstanbul;Lise;02165221212;http://www.eyuboglu.k12.tr;eyuboglu.k12.tr;ESENEVLER MAH. DR. RÜSTEM EYÜBOĞLU SK. EYÜPOĞLU KOLEJİ BLOK NO: 1 ÜMRANİYE / İSTANBUL
BURSA BÜYÜK ÇAMLICA KOLEJİ NİLÜFER KAMPÜSÜ ANADOLU LİSESİ;Bursa;Lise;02244527000;www.bursabuyukkolej.k12.tr;bursabuyukkolej.k12.tr;ÇAMLICA MAH. MERT(190)SK. NO:4 İÇ KAPI:1
BURSA BÜYÜK KOLEJ ÇAMLICA KAMPÜSÜ  İLKÖĞRETİM OKULU;Bursa;İlköğretim;0 224 452 70 00;https://bursabuyukkolej.k12.tr/;bursabuyukkolej.k12.tr;Çamlıca Mahallesi, Mert Sk. No:4, 16270 Nilüfer/Bursa
BURSA BÜYÜK KOLEJ ÇAMLICA KAMPÜSÜ ANAOKULU;Bursa;Okul Öncesi;0 224 452 70 00;https://bursabuyukkolej.k12.tr/;bursabuyukkolej.k12.tr;Çamlıca Mahallesi, Mert Sk. No:4, 16270 Nilüfer/Bursa
BURSA BÜYÜK KOLEJ ÇAMLICA KAMPÜSÜ ORTAOKULU;Bursa;Ortaokul;0 224 452 70 00;https://bursabuyukkolej.k12.tr/;bursabuyukkolej.k12.tr;Çamlıca Mahallesi, Mert Sk. No:4, 16270 Nilüfer/Bursa
BURSA FİNAL EĞİTİM KURUMLARI ANADOLU LİSESİ;Bursa;Lise;2242452010;http://www.finalokullari.com.tr/;finalokullari.com.tr;KARAMAN MAHALLESİ SOKULLU CADDESİ NO:1A NİLÜFER/BURSA
BURSA FİNAL EĞİTİM KURUMLARI ANAOKULU;Bursa;Okul Öncesi;2242452010;http://www.finalokullari.com.tr/;finalokullari.com.tr;KARAMAN MAHALLESİ SOKULLU CADDESİ NO:1A NİLÜFER/BURSA
BURSA FİNAL EĞİTİM KURUMLARI FEN LİSESİ;Bursa;Lise;2242452010;http://www.finalokullari.com.tr/;finalokullari.com.tr;KARAMAN MAHALLESİ SOKULLU CADDESİ NO:1A NİLÜFER/BURSA
BURSA FİNAL EĞİTİM KURUMLARI İLKOKULU;Bursa;İlköğretim;2242452010;http://www.finalokullari.com.tr/;finalokullari.com.tr;KARAMAN MAHALLESİ SOKULLU CADDESİ NO:1A NİLÜFER/BURSA
BURSA FİNAL EĞİTİM KURUMLARI ORTAOKULU;Bursa;Ortaokul;2242452010;http://www.finalokullari.com.tr/;finalokullari.com.tr;KARAMAN MAHALLESİ SOKULLU CADDESİ NO:1A NİLÜFER/BURSA
BURSA SINAV KOLEJİ DEMİRCİ KAMPÜS  FEN LİSESİ;Bursa;Lise;05076211687;http://sinavkoleji.k12.tr/?s=7&kampus;sinavkoleji.k12.tr;DEMİRCİ MAH. KOSUYOLU CAD. NO:20 NİLÜFER / BURSA
BURSA SINAV KOLEJİ DEMİRCİ KAMPÜS ANADOLU LİSESİ;Bursa;Lise;05076211687;http://sinavkoleji.k12.tr/?s=7&kampus;sinavkoleji.k12.tr;DEMİRCİ MAH. KOSUYOLU CAD. NO:20 NİLÜFER / BURSA
BURSA SINAV KOLEJİ DEMİRCİ KAMPÜS İLKOKULU;Bursa;İlköğretim;05053464710;http://sinavkoleji.k12.tr/?s=7&kampus;sinavkoleji.k12.tr;DEMİRCİ MAH. KOSUYOLU CAD. NO:20 NİLÜFER / BURSA
BURSA SINAV KOLEJİ DEMİRCİ KAMPÜS ORTAOKULU;Bursa;Ortaokul;05073464710;http://sinavkoleji.k12.tr/?s=7&kampus;sinavkoleji.k12.tr;DEMİRCİ MAH. KOSUYOLU CAD. NO:20 NİLÜFER / BURSA
BURSA SINAV KOLEJİ KESTEL DOĞU KAMPÜSÜ ANADOLU LİSESİ;Bursa;Lise;02243721111;http://sinavkoleji.k12.tr/?s=7&kampus;sinavkoleji.k12.tr;ANKARA YOLU 12. KM. KESTEL KAVŞAĞI (ARAÇ MUAYENE ÜSTÜ) KESTEL / BURSA
BURSA SINAV KOLEJİ KESTEL DOĞU KAMPÜSÜ FEN LİSESİ;Bursa;Lise;02243721111;http://sinavkoleji.k12.tr/?s=7&kampus;sinavkoleji.k12.tr;ANKARA YOLU 12. KM. KESTEL KAVŞAĞI (ARAÇ MUAYENE ÜSTÜ) KESTEL / BURSA
BURSA SINAV KOLEJİ KESTEL DOĞU KAMPÜSÜ İLKOKULU;Bursa;İlköğretim;02243721111;http://sinavkoleji.k12.tr/?s=7&kampus;sinavkoleji.k12.tr;ANKARA YOLU 12. KM. KESTEL KAVŞAĞI (ARAÇ MUAYENE ÜSTÜ) KESTEL / BURSA
BURSA SINAV KOLEJİ KESTEL DOĞU KAMPÜSÜ ORTAOKULU;Bursa;Ortaokul;02243721111;http://sinavkoleji.k12.tr/?s=7&kampus;sinavkoleji.k12.tr;ANKARA YOLU 12. KM. KESTEL KAVŞAĞI (ARAÇ MUAYENE ÜSTÜ) KESTEL / BURSA
BURSA SINAV KOLEJİ KUZEY KAMPÜSÜ ANAOKULU;Bursa;İlköğretim;02243293030;http://sinavkoleji.k12.tr/?s=7&kampus;sinavkoleji.k12.tr;PANAYIR MAHALLESİ İSTANBUL CADDESİ 469/1 AS MERKEZ YANI
BURSA SINAV KOLEJİ MUSTAFAKEMALPAŞA KAMPÜSÜ İLKOKUL;Bursa;İlköğretim;02246181133;http://sinavkoleji.k12.tr/?s=7&kampus;sinavkoleji.k12.tr;TATKAVAKLI MH. AKASYALAR CAD. NO:9/11 MUSTAFAKEMALPASA/ BURSA
BURSA SINAV KOLEJİ MUSTAFAKEMALPAŞA KAMPÜSÜ ORTAOKUL;Bursa;Ortaokul;02246181133;http://sinavkoleji.k12.tr/?s=7&kampus;sinavkoleji.k12.tr;TATKAVAKLI MH. AKASYALAR CAD. NO:9/11 MUSTAFAKEMALPASA/ BURSA
BURSA SINAV KOLEJİ ÖZLÜCE BATI KAMPÜSÜ ANADOLU LİSESİ;Bursa;Lise;02244533377;http://sinavkoleji.k12.tr/?s=7&kampus;sinavkoleji.k12.tr;29 EKİM MAH. İZMİR YOLU CAD. NO: 388 (KÖFTECİ YUSUF YANI)
