Firma Adı;Parsel Durumu;Ada/Bölge;Sektör;Telefon;E-Posta;Web Sitesi;Domain;Adres
Kale Pazarlama Çelik A.ş.;Tahsisli;3;Mobilya ve Ahşap Ürünleri;3322514848;kale@kalepazarlama.com.tr;https://www.kalepazarlama.com.tr;kalepazarlama.com.tr;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 17
Kalzem Plastik Sanayi Ve Ticaret Limited Şirketi;Kiracı;5;Plastik;3325012521;info@kalzem.com.tr;https://kalzem.com.tr;kalzem.com.tr;Büyükkayacık Osb Mah, 502 Nolu Sokak, No: 7
Kamacılar Plastik Metal Yapı Elemanları Otomotiv Makina İnşaat Nakliye San. Ve Tic.ltd.şti.;Tahsisli;3;Plastik;3322340724;bilgi@pentime.com.tr;www.pentime.com.tr;pentime.com.tr;Büyükkayacık Osb Mah, 13 Nolu Sokak, No: 9
Kamsa Otom.pet.inş.san.tic.a.ş.;Tahsisli;3;Döküm;3322391032;muhasebe@kamsa.com.tr;www.kamsa.com.tr;kamsa.com.tr;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 33
Kanaat Otom.İnş.Gıda Ltd.Şti.;Kiracı;2;Metal;3322391516;kanaatotomotiv@hotmail.com;https://kanaatotomotiv.com.tr;kanaatotomotiv.com.tr;Büyükkayacık Osb Mah, Işıktepe Sokak, No: 17
Kaplanlar Tekstil San.ve Tic.a.ş.;Tahsisli;3;Tekstil;+903322482352;info@kaplanlartekstil.com;www.kaplanlartekstil.com;kaplanlartekstil.com;Büyükkayacık Osb Mah, 8 Nolu Sokak, No: 20
Kapol Yapı Ve Kimyasalları Ltd.şti.;Ön Tahsisli;6;Boya;3323463075;capol@capolboya.com.tr;;;
Kara Ova Ziraat Aletleri San. Ve Tic.ltd.şti.;Tahsisli;2;Tarım Makinaları;3322391885;info@karaova.com;https://www.karaova.com;karaova.com;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 23
Kara Ova Ziraat Aletleri San. Ve Tic.ltd.şti.;Tahsisli;3;Tarım Makinaları;3322391885;info@karaova.com;https://www.karaova.com;karaova.com;Büyükkayacık Osb Mah, Kuddusi Caddesi, No: 42
Karaerler Metalurji Tarım Petrol Ürünleri Nakliyat San. Ve Tic.Ltd.Şti.;Tahsisli;5;Lojistik ve Taşımacılık;;;;;Büyükkayacık Osb Mah, 503 Nolu Sokak, No: 9
Karaş Tarım Makinaları Yapı Malz.İnş.San.Tic.Ltd.Şti.;Tahsisli;5;Tarım Makinaları;3323454500;bilgi@karastarim.com.tr;www.karastarim.com.tr;karastarim.com.tr;Büyükkayacık Osb Mah, 511 Nolu Sokak, No: 1
Karbir Makine Nakliyat İnşaat Ve Plastik San.Tic.Ltd.Şti.;Tahsisli;6;Plastik;3323460603;bilgi@karbir.com.tr;www.karbir.com.tr;karbir.com.tr;Büyükkayacık Osb Mah, 627 Nolu Sokak, No: 3
Karbir Makine Nakliyat İnşaat Ve Plastik San.Tic.Ltd.Şti.;Tahsisli;2;Plastik;3323460603;bilgi@karbir.com.tr;www.karbir.com.tr;karbir.com.tr;Büyükkayacık Osb Mah, Vezirköy Caddesi, No: 7
Karsan Karadeniz Kimya Ve Gıda San.tic.ltd.şti.;Tahsisli;5;Diğer;;;;;Büyükkayacık Osb Mah, 504 Nolu Sokak, No: 3
Karsan Karadeniz Kimya Ve Gıda San.tic.ltd.şti.;Tahsisli;5;Diğer;;;;;Büyükkayacık Osb Mah, 504 Nolu Sokak, No: 1
Karvansan Otomotiv İnş.gıda Hayv.san. Ve Tic.ltd.şti.;Tahsisli;6;Metal;3322356585;bilgi@karvansan.com.tr;;;Büyükkayacık Osb Mah, 623 Nolu Sokak, No: 3
Kavaklı Döküm Metalurji Mak.oto.inş.san.ve Tic.ltd.şti.;Tahsisli;4;Döküm;3323421074;info@kavaklidokum.com.tr;;;Büyükkayacık Osb Mah, 412 Nolu Sokak, No: 1
Kaya Metal Sanayi Ve Dış Ticaret Ltd.şti.;Ön Tahsisli;6;İmalat;;1mehmet@kayafittings.com;;;
Kayı-tes Müh. Taah. İletişim Elek. Ve Day. Tük. Mal. San. Ve Tic. Ltd. Şti.;Kiracı;4;Elektrik - Elektronik ve Enerji;;muhasebe@kayites.com.tr;www.kayites.com.tr;kayites.com.tr;Büyükkayacık Osb Mah, 103. Cadde, No: 10
Kazeloğulları San.ve Tic.ltd.şti.;Tahsisli;5;Hidrolik;3322391390;muhasebe@kazeloglu.com;www.kazeloglu.com;kazeloglu.com;Büyükkayacık Osb Mah, 514 Nolu Sokak, No: 2
Kazeloğulları San.ve Tic.ltd.şti.;Tahsisli;3;Hidrolik;3322391390;muhasebe@kazeloglu.com;www.kazeloglu.com;kazeloglu.com;Büyükkayacık Osb Mah, 15 Nolu Sokak, No: 2
Kbs Otom.San.Ve Tic.Ltd.Şti.;Kiracı;2;Otomotiv Yedek Parça;3322391586;kbs@kbsotomotiv.com.tr;www.kbsotomotiv.com.tr;kbsotomotiv.com.tr;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 51
Kds Otom.san.tic.ltd.şti.;Tahsisli;3;Metal;3322391372;muhasebe@kacmazlar.com;www.kacmazlar.com;kacmazlar.com;Büyükkayacık Osb Mah, 12 Nolu Sokak, No: 28
Kds Otom.san.tic.ltd.şti.;Kiracı;3;Metal;3322391372;muhasebe@kacmazlar.com;www.kacmazlar.com;kacmazlar.com;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 27/1
Kemal Candan;Tahsisli;4;Diğer;;;;;Büyükkayacık Osb Mah, 405 Nolu Sokak, No: 8
Kentpar Otomotiv Yedek Parça A.Ş.;Tahsisli;4;Otomotiv Yedek Parça;;;;;Büyükkayacık Osb Mah, 103. Cadde, No: 13/1
Kesenler Kozmetik Pazarlama San.Tic.A.Ş.;Tahsisli;3;Kimya;3322390216;info@totex.com.tr;www.totexcosmetic.com;totexcosmetic.com;Büyükkayacık Osb Mah, 18 Nolu Sokak, No: 7
Khd Hassas Döküm Ve Savunma San.Ltd.Şti.;Tahsisli;4;Döküm;3322392122;info@khd.com.tr;www.khd.com.tr;khd.com.tr;Büyükkayacık Osb Mah, 101. Cadde, No: 13
Khd Hassas Döküm Ve Savunma San.Ltd.Şti.;Tahsisli;2;Döküm;3322392122;info@khd.com.tr;www.khd.com.tr;khd.com.tr;Büyükkayacık Osb Mah, Kırım Caddesi, No: 3
Khd Hassas Döküm Ve Savunma San.Ltd.Şti.;Kiracı;2;Döküm;3322392122;info@khd.com.tr;www.khd.com.tr;khd.com.tr;Büyükkayacık Osb Mah, İkipınar Sokak, No: 4
Kılıç Çatı Metal Yapı Ve İnş. Dış Tic. Ltd. Şti.;Tahsisli;6;İmalat;5078191275;kilicmetalcatimuhasebe@gmail.com;;;
Kılınç Treyler San. Ve Tic.ltd.şti.;Ön Tahsisli;6;İmalat;;1kilinctreyler@gmail.com;;;
Kırmızıoğlu Gıda San.Tic.Ltd.Şti.;Tahsisli;3;Gıda;3322339516;kirmizioglu@kirmizioglu.com.tr;https://www.kirmizioglu.com.tr;kirmizioglu.com.tr;Büyükkayacık Osb Mah, 16 Nolu Sokak, No: 3
Kıymet Makine San. Ve Tic.ltd.şti.;Ön Tahsisli;6;Metal;5322412120;1durnahalil@gmail.com;;;
Kızılören Dök.Otom.Tur.San.Ve Tic.Ltd.Şti.;Tahsisli;2;Döküm;3322391507;kiziloren_dokum@hotmail.com;;;Büyükkayacık Osb Mah, Karahisar Sokak, No: 20
Klematis Metal San. Ve Tic.ltd.şti.;Tahsisli;6;Makina;5422077797;1onurcan@klematis.com.tr;;;Büyükkayacık Osb Mah, 609 Nolu Sokak, No: 8
Klimax Oto Klima Sistemleri Radyatör İnşaat San.tic.ltd.şti.;Tahsisli;6;Isıtma ve Soğutma Sistemleri;3323463232;2hasangurcelik@gmail.com;ahmet@gultekinler.com;gultekinler.com;
Kmk Yatırım İnşaat A.ş.;Tahsisli;6;Kimya;3322351905;finans@kmkgroup.com.tr;;;
Knk Tarım San. Ve Tic.a.ş.;Tahsisli;5;Gübre;3323539133;info@knktarim.com;www.knktarim.com;knktarim.com;Aşağıpınarbaşı Osb Mah, 525 Nolu Sokak, No: 6
Koçak Metalurji Makina San. Ve Tic.Ltd.Şti.;Tahsisli;3;Döküm;3322392111;kocak@kocakmetalurji.com.tr;www.kocakmetalurji.com.tr;kocakmetalurji.com.tr;Büyükkayacık Osb Mah, Kuddusi Caddesi, No: 22
Koçak Metalurji Makina San. Ve Tic.Ltd.Şti.;Ön Tahsisli;6;Döküm;3322392111;kocak@kocakmetalurji.com.tr;www.kocakmetalurji.com.tr;kocakmetalurji.com.tr;
Koçakpark Kent Ekipmanları San.ve Tic.ltd.şti.;Kiracı;3;Plastik;3322392210;bilgi@kocakpark.com;www.kocakpark.comtr;kocakpark.comtr;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 23
Koçaksac Endüstriyel Mak.saç San.tic.ltd.şti.;Tahsisli;3;Diğer;3322482828;info@kocaksac.com;www.m.kocaksac.com;m.kocaksac.com;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 23
Koçsan Isı San.Tic.Ltd.Şti.;Tahsisli;4;Elektrik - Elektronik ve Enerji;3322376262;info@kocsanenerji.com;www.kocsanenerji.com;kocsanenerji.com;Büyükkayacık Osb Mah, 103. Cadde, No: 7
Kolat Motosiklet Bisiklet Motorlu Araçlar San. Ve Tic.A.Ş.;Tahsisli;4;Diğer;8503034200;insankaynaklari@kolatmotor.com.tr;https://falconmotosiklet.com;falconmotosiklet.com;Büyükkayacık Osb Mah, 102. Cadde, No: 8
Kolat Motosiklet Bisiklet Motorlu Araçlar San. Ve Tic.A.Ş.;Tahsisli;4;Diğer;8503034200;insankaynaklari@kolatmotor.com.tr;https://falconmotosiklet.com;falconmotosiklet.com;Büyükkayacık Osb Mah, 407 Nolu Sokak, No: 7
Kolat Motosiklet Bisiklet Motorlu Araçlar San. Ve Tic.A.Ş.;Ön Tahsisli;6;Diğer;8503034200;insankaynaklari@kolatmotor.com.tr;https://falconmotosiklet.com;falconmotosiklet.com;
Kolat Plastik İnşaat San. Ve Tic.a.ş.;Kiracı;4;Diğer;3323426424;bilgi@kolatplastik.com;www.kolatplastik.com.tr;kolatplastik.com.tr;Büyükkayacık Osb Mah, 407 Nolu Sokak, No: 7
Kolben Motor Supap Gayd Ve Oto San.Tic.Ltd.Şti.;Tahsisli;2;Makina;3322391515;sunex@sunex.com.tr;https://www.sunex.com.tr;sunex.com.tr;Büyükkayacık Osb Mah, Karahisar Sokak, No: 12
Kom Değirmen Makinaları Otomotiv Dış Ticaret Limited Şirketi;Tahsisli;5;Tarım Makinaları;;bilgi@komsilajmakine.com;www.komsilajmakine.com;komsilajmakine.com;Büyükkayacık Osb Mah, 513 Nolu Sokak, No: 11
Komodo Treyler San. Ve Tic.ltd.şti.;Ön Tahsisli;6;Dorse - Damper - Treyler;3323424100;fatih@komodo.com.tr;www.komodo.com.tr;komodo.com.tr;
Komtest İmalat İthalat İhracat San. Ve Tic.ltd.şti.;Tahsisli;5;Otomotiv Yedek Parça;3322519501;muhasebe@komtest.net;www.komtest.net;komtest.net;Büyükkayacık Osb Mah, 516 Nolu Sokak, No: 3
Komtest İmalat İthalat İhracat San. Ve Tic.ltd.şti.;Ön Tahsisli;6;Otomotiv Yedek Parça;3322519501;muhasebe@komtest.net;www.komtest.net;komtest.net;
Kon Steel Yapı San.A.Ş.;Kiracı;2;Yapı - İnşaat Malzemeleri;3323451021;bilgi@konsteel.com.tr;www.konsteel.com.tr;konsteel.com.tr;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 30
Konatık Plastik Geri Dönüşüm Mak.san.ve Tic.ltd.şti.;Tahsisli;6;Geri Dönüşüm;3322249936;kadir.koc@konatik.com.tr;;;
Konatti Tarım Mak.san.ve Tic.ltd.şti.;Kiracı;2;Tarım Makinaları;;;;;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 9
Kondöksan Dök.San.Ve Tic.Ltd.Şti.;Tahsisli;2;Döküm;3322390655;muhasebe@kondoksan.com;www.kondoksan.com;kondoksan.com;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 14
Kondöksan Dök.San.Ve Tic.Ltd.Şti.;Tahsisli;2;Döküm;3322390655;muhasebe@kondoksan.com;www.kondoksan.com;kondoksan.com;Büyükkayacık Osb Mah, Işıktepe Sokak, No: 1
Koneks Piston İml.san.tic.a.ş.;Tahsisli;3;Otomotiv Yedek Parça;3322390800;muhasebe@koneks.com.tr;;;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 5
Konelmak Müh.Elk.Elekt.Mak.İnş.San.Tic.Ltd.Şti.;Tahsisli;5;Elektrik - Elektronik;3323450535;info@konelmak.com;www.konelmak.com;konelmak.com;Büyükkayacık Osb Mah, 503 Nolu Sokak, No: 7
Konful Mobilya A.ş.;Ön Tahsisli;6;Mobilya ve Ahşap Ürünleri;3323463308;muhasebe@konfull.com.tr;www.konfull.com.tr;konfull.com.tr;
Konful Mobilya A.ş.;Tahsisli;3;Mobilya ve Ahşap Ürünleri;3323463308;muhasebe@konfull.com.tr;www.konfull.com.tr;konfull.com.tr;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 29
Konizma İnşaat Turizm Tarım Gıda San. Ve Tic.Ltd.Şti.;Ön Tahsisli;6;Yapı - İnşaat Malzemeleri;3323422168;konizma@konizma.com.tr;www.konizma.com.tr;konizma.com.tr;
Konizma İnşaat Turizm Tarım Gıda San. Ve Tic.Ltd.Şti.;Tahsisli;4;Yapı - İnşaat Malzemeleri;3323422168;konizma@konizma.com.tr;www.konizma.com.tr;konizma.com.tr;Büyükkayacık Osb Mah, 102. Cadde, No: 12
Konkap Galvaniz Metal İşleme İnş.taah.san.tic.ltd.şti.;Tahsisli;4;İmalat;3329991150;info@konkap.com;www.konkap.com;konkap.com;Büyükkayacık Osb Mah, 418 Nolu Sokak, No: 1
Konkar Metalurji Gıda Ve Oto Yedek Parça Sanayi Ticaret Limited Şirketi;Tahsisli;3;Ev Gereçleri;3323423033;h.savran@turgotr.com;https://www.konkarmetalurji.com.tr/tr;konkarmetalurji.com.tr;Büyükkayacık Osb Mah, 8 Nolu Sokak, No: 13
Konmetsan Alüminyum Plas.ve İnş.san.tic.ltd.şti.;Tahsisli;4;Makina;3323452577;bilgi@konmetsan.com;https://konmetsan.com;konmetsan.com;Büyükkayacık Osb Mah, 405 Nolu Sokak, No: 6
Konmetsan Alüminyum Plas.ve İnş.san.tic.ltd.şti.;Tahsisli;5;Makina;3323452577;bilgi@konmetsan.com;https://konmetsan.com;konmetsan.com;Büyükkayacık Osb Mah, 513 Nolu Sokak, No: 23
Konpet Plastik Ambalaj Pet.ürün.nak.san. Ve Tic.ltd.şti.;Tahsisli;5;Plastik;3323422779;ali.arici@konpet.com.tr;www.konpet.com.tr;konpet.com.tr;Büyükkayacık Osb Mah, 513 Nolu Sokak, No: 15
Konsa Ambalaj San.Tic.A.Ş.;Kiracı;3;Plastik;3325030056;konsaas@konsa.com.tr;www.konsa.com.tr;konsa.com.tr;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 9
Konsantaş Hidrolik Makine A.ş.;Tahsisli;3;Hidrolik;3322497200;adem@kayahan.com;www.kayahan.com;kayahan.com;Büyükkayacık Osb Mah, 21 Nolu Sokak, No: 1
Konsept Bağlantı Elemanları San. Ve Tic.ltd.şti.;Kiracı;2;İmalat;;konseptbaglanti@gmail.com;www.konsep.com;konsep.com;Büyükkayacık Osb Mah, İkipınar Sokak, No: 13
Kontaş Plastik Metal Geri Dönüşüm Ve İnş.san.tic.ltd.şti.;Tahsisli;5;Geri Dönüşüm;;muhasebe@kontasplastik.com.tr;https://kontasplastik.com.tr;kontasplastik.com.tr;Büyükkayacık Osb Mah, 500 Nolu Sokak, No: 17
Kontem Cam Alüminyum İnşaat San. Ve Tic.ltd.şti.;Tahsisli;6;Diğer;5336940791;1bilgi@kontemcam.com;;;
Kontensan Konya Teneke Kutu Ambalaj Ve Makina San. Ve Tic.A.Ş.;Tahsisli;5;Metal;3322390165;sevkiakkan@kontensan.com.tr;www.kontensan.com.tr;kontensan.com.tr;Aşağıpınarbaşı Osb Mah, 520 Nolu Sokak, No: 10
Kontensan Konya Teneke Kutu Ambalaj Ve Makina San. Ve Tic.A.Ş.;Tahsisli;2;Metal;3322390165;sevkiakkan@kontensan.com.tr;www.kontensan.com.tr;kontensan.com.tr;Büyükkayacık Osb Mah, Kırım Caddesi, No: 4
Kontensan Konya Teneke Kutu Ambalaj Ve Makina San. Ve Tic.A.Ş.;Ön Tahsisli;6;Metal;3322390165;sevkiakkan@kontensan.com.tr;www.kontensan.com.tr;kontensan.com.tr;
Konya Anadolu Tarım Mak.Hay.Ve İnş.San.Tic.Ltd.Şti.;Tahsisli;2;Tarım Makinaları;3322488251;info@anadolutarimmakine.com;https://www.anadolutarimmakine.com/;anadolutarimmakine.com;Büyükkayacık Osb Mah, Karahisar Sokak, No: 11
Konya Çikolata Ve Gıda San.tic.ltd.şti.;Kiracı;3;Gıda;3323424533;ahmet@konyacikolata.com;;;Büyükkayacık Osb Mah, 19 Nolu Sokak, No: 12
Konya Çikolata Ve Gıda San.tic.ltd.şti.;Tahsisli;6;Gıda;3323424533;ahmet@konyacikolata.com;;;
Konya Hidroan Hidrolik Makine San.Ve Tic.Ltd.Şti.;Tahsisli;5;Hidrolik;3323454950;hakan.yildirim@hidroan.com.tr;;;Büyükkayacık Osb Mah, 512 Nolu Sokak, No: 12
Konya Hortum Rakor Tekstil Makine Ve Otomotiv San.;Tahsisli;5;Plastik;3323454747;info@konyahortum.com.tr;www.konyahortum.com.tr;konyahortum.com.tr;Aşağıpınarbaşı Osb Mah, 521 Nolu Sokak, No: 9
Konya Jant Sanayi Ve Ticaret A.ş.;Tahsisli;6;Otomotiv Yedek Parça;3323461592;muhasebe@konyajant.com;https://www.konyajant.com/Tr;konyajant.com;
Konya Kağıt Sanayi Ve Ticaret Anonim Şirketi;Tahsisli;2;Kağıt ve Kağıt Ürünleri;3322390054;kagit_info@konyakagit.com.tr;www.konyakagit.com.tr;konyakagit.com.tr;Büyükkayacık Osb Mah, Vezirköy Caddesi, No: 6
Konya Kağıt Sanayi Ve Ticaret Anonim Şirketi;Tahsisli;2;Kağıt ve Kağıt Ürünleri;3322390054;kagit_info@konyakagit.com.tr;www.konyakagit.com.tr;konyakagit.com.tr;Büyükkayacık Osb Mah, Karahisar Sokak, No: 8
Konya Kağıt Sanayi Ve Ticaret Anonim Şirketi;Tahsisli;2;Kağıt ve Kağıt Ürünleri;3322390054;kagit_info@konyakagit.com.tr;www.konyakagit.com.tr;konyakagit.com.tr;Büyükkayacık Osb Mah, Ulukavak Sokak, No: 7
Konya Metalurji Döküm San.Ve Tic.Ltd.Şti.;Tahsisli;2;Döküm;;;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 29
Konya Metalurji Döküm San.Ve Tic.Ltd.Şti.;Tahsisli;2;Döküm;;;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 31
Konya Metalurji Döküm San.Ve Tic.Ltd.Şti.;Tahsisli;3;Döküm;;;;;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 38
Konya Soğutma San. Ve Tic.Ltd.Şti.;Tahsisli;5;Isıtma ve Soğutma Sistemleri;3325030598;bilgi@konyasogutma.com.tr;www.konyasogutma.com.tr;konyasogutma.com.tr;Aşağıpınarbaşı Osb Mah, 524 Nolu Sokak, No: 8
Konya Statik Boya Kimyevi Mad.San.Tic.Ltd.Şti.;Tahsisli;3;Boya;3322514699;bilgi@konystatik.com.tr;https://konyastatik.com.tr;konyastatik.com.tr;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 16
Konya Tifturuk Kağıt Baskı San.Tic.A.Ş.;Kiracı;2;Diğer;;;;;Büyükkayacık Osb Mah, İkipınar Sokak, No: 8
Konya Uğurlu Mak.im.san.ltd.şti.;Tahsisli;3;İmalat;3322390395;ugurlu@ugurlumakina.com;www.ugurlumakina.com.tr;ugurlumakina.com.tr;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 12
Koraks Alüminyum Kauçuk Metal İnş.san.ve Tic.ltd.şti.;Kiracı;3;Alüminyum;3323452222;info@koraks.com.tr;www.koraks.com.tr;koraks.com.tr;Büyükkayacık Osb Mah, 19 Nolu Sokak, No: 18
Koru Ambalaj A.ş.;Kiracı;5;Plastik;3324000092;mercan@etapkimya.com.tr;;;Büyükkayacık Osb Mah, 510 Nolu Sokak, No: 2/2
Kozak Sac Metal San.tic.ltd.şti.;Tahsisli;6;Metal;3322488300;muhasebe@kozakmetal.com.tr;www.kozakmetal.com.tr;kozakmetal.com.tr;Büyükkayacık Osb Mah, 600 Nolu Cadde, No: 14
Kökenler Karasör San.tic.ltd.şti.;Kiracı;2;Dorse - Damper - Treyler;3322390835;bilgi@kokenler.com;;;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 22
Köylü Tarım Mak.San.Ve Tic.Ltd.Şti.;Tahsisli;2;Tarım Makinaları;3322390748;ktm971@hotmail.com;;;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 6
Krk Dayanıklı Tüketim Malları İmalatı San.tic.ltd.şti.;Tahsisli;6;Makina;5323245180;1salihkarakucuk@hotmail.com;;;
Kumpas Dövme Otomotiv Makina San. Ve Tic.Ltd.Şti.;Ön Tahsisli;6;Metal;3322391869;info@kumpasdovme.com.tr;www.kumpasdovme.com.tr;kumpasdovme.com.tr;
Kumpas Dövme Otomotiv Makina San. Ve Tic.Ltd.Şti.;Tahsisli;3;Metal;3322391869;info@kumpasdovme.com.tr;www.kumpasdovme.com.tr;kumpasdovme.com.tr;Büyükkayacık Osb Mah, 18 Nolu Sokak, No: 15
Kurtsan Otom.San.Tic.A.Ş.;Tahsisli;5;Otomotiv Yedek Parça;3322390773;bilgi@kurt-san.com;www.kurt-san.com;kurt-san.com;Aşağıpınarbaşı Osb Mah, 520 Nolu Sokak, No: 16
Kurtsan Otom.San.Tic.A.Ş.;Tahsisli;2;Otomotiv Yedek Parça;3322390773;bilgi@kurt-san.com;www.kurt-san.com;kurt-san.com;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 47
Kurtsan Otom.San.Tic.A.Ş.;Tahsisli;4;Otomotiv Yedek Parça;3322390773;bilgi@kurt-san.com;www.kurt-san.com;kurt-san.com;Büyükkayacık Osb Mah, 101. Cadde, No: 20
Kurtuba Makina Mühendislik Otomotiv Petrol Savunma San. Ve Tic.ltd.şti.;Tahsisli;6;Diğer;;1muhasebe@kurtubamak.com;;;
Kutaş Amb. San. Ve Tic. A.Ş.;Kiracı;2;Ambalaj ve Paketleme;3322390210;finans@kutastr.com;www.kutastr.com;kutastr.com;Büyükkayacık Osb Mah, İkipınar Sokak, No: 16
Küçük Group Kablo San.tic.a.ş.;Tahsisli;3;Asansör ve Ekipmanları;4442095;finans@kucukgroup.com;www.kucukgroup.com;kucukgroup.com;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 4/1
Küçükbakırcı Metal San.tic.ltd.şti.;Tahsisli;4;Metal;3323461400;bilgi@kucukbakirci.com.tr;;;Büyükkayacık Osb Mah, 101. Cadde, No: 3
Küçükçalık Cam Ticaret Mehmet Küçükçalık;Tahsisli;5;Ev Gereçleri;3322391304;info@konyacamsanayi.com;www.konyacamsanayi.com;konyacamsanayi.com;Büyükkayacık Osb Mah, 503 Nolu Sokak, No: 17
Küçüksan Otom. Pet. Nak. İnş. San. Ve Tic. Ltd. Şti.;Ön Tahsisli;6;Dorse - Damper - Treyler;;1kucuk@kucuktransport.com;;;
Küresel Döküm Mak.San.Ve Tic.Ltd.Şti.;Kiracı;2;Döküm;3322390290;info@kureseldokum.com.tr;www.kureseldokummakina.com.tr;kureseldokummakina.com.tr;Büyükkayacık Osb Mah, Işıktepe Sokak, No: 14
Küresel Döküm Mak.San.Ve Tic.Ltd.Şti.;Tahsisli;5;Döküm;3322390290;info@kureseldokum.com.tr;www.kureseldokummakina.com.tr;kureseldokummakina.com.tr;Büyükkayacık Osb Mah, 503 Nolu Sokak, No: 13
Kürk-Ar Döküm San.Tic.Ltd.Şti.;Tahsisli;3;Döküm;3322390722;info@kurkardokum.vom;https://kurkardokum.com;kurkardokum.com;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 11
Kürk-Ar Döküm San.Tic.Ltd.Şti.;Tahsisli;3;Döküm;3322390722;info@kurkardokum.vom;https://kurkardokum.com;kurkardokum.com;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 9
Lale Kalıp Kauçuk Plastik Kağıt San.Tic.Ltd Şti.;Kiracı;2;Plastik;3322391970;info@laleplastik.com.tr;www.laleplastik.com.tr;laleplastik.com.tr;Büyükkayacık Osb Mah, Kocadere Sokak, No: 1
Lamptime Elektrik A.ş.;Ön Tahsisli;6;Elektrik - Elektronik ve Enerji;5337794988;1finans@lamptime.com.tr;;;
Lider Lowbed Araçüstü Ekip. San.tic.ltd.şti.;Tahsisli;6;Dorse - Damper - Treyler;5337403101;2rahim.lider@gmail.com;;;
Linpar Motor Gömlek Piston Segman Döküm Ve Otom.San.Tic.Ltd.Şti.;Kiracı;3;Otomotiv Yedek Parça;+903323425018;sami@linpar.com.tr;www.linpar.com.tr;linpar.com.tr;Büyükkayacık Osb Mah, 4 Nolu Sokak, No: 3
Lokman İlhan Plastik Ürünleri San.tic.ltd.şti.;Kiracı;2;Diğer;;info@ilhanplastik.com;www.ilhanplastik.com;ilhanplastik.com;Büyükkayacık Osb Mah, Güneştepe Sokak, No: 6
Lsa Gayrimenkul İnşaat San.tic.ltd.şti.;Tahsisli;6;Sulama Sistemleri;3322513430;info@sapcioglu.com;;;
Lukas Makine Ve Dış Ticaret Limited Şirketi;Tahsisli;3;Diğer;3322391840;info@lukas.com.tr;;;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 22
Lux Wares Torun Plas.ve Met.kalıp San.tic.ltd.şti.;Tahsisli;4;Plastik;3323460647;info@luxwares.com.tr;www.luxwares.com.tr;luxwares.com.tr;Büyükkayacık Osb Mah, 414 Nolu Sokak, No: 6
Lux Wares Torun Plas.ve Met.kalıp San.tic.ltd.şti.;Tahsisli;4;Plastik;3323460647;info@luxwares.com.tr;www.luxwares.com.tr;luxwares.com.tr;Büyükkayacık Osb Mah, 414 Nolu Sokak, No: 5
Macit Plastik Kauçuk Metal San. Ve Tic.Ltd.Şti.;Kiracı;2;Plastik;3322391600;muhasebe@mucit.com;https://mucit.com;mucit.com;Büyükkayacık Osb Mah, Sarıçiçek Sokak, No: 6
Maf Döküm Makina Sanayi Ve Tic.ltd.şti.;Kiracı;2;Döküm;;;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 7
Magnum Dondurma Anonim Şirketi;Tahsisli;4;Gıda;;;;;Büyükkayacık Osb Mah, 420 Nolu Sokak, No: 1
Mahir Çınar Gıda Ve İht. Mad. San. Ve Tic. Ltd. Şti.;Kiracı;5;Tarım Makinaları;;;;;Aşağıpınarbaşı Osb Mah, 523 Nolu Sokak, No: 8
Mak Çelik A.ş.;Kiracı;3;İmalat;3325020335;info@makcelik.com.tr;;;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 2
Makam Dekor Mobilya İnş. Ltd. Şti.;Tahsisli;6;Mobilya ve Ahşap Ürünleri;3323423874;info@makamdekor.com;;;
Makkon Mühendislik Makine San.Tic.Ltd.Şti.;Tahsisli;4;Vinç Makinaları;3323451474;bilgi@makkon.com.tr;www.makkon.com.tr;makkon.com.tr;Büyükkayacık Osb Mah, 406 Nolu Sokak, No: 16
