Firma Adı;Şehir;İlçe;Sektör;Telefon;Faks;E-Posta;Web Sitesi;Domain;Adres
ASAY TEKNİK ISITMA SOĞUTMA HAVALANDIRMA SİSTEMLERİ İZOLASYON İNŞAAT DEMİR SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Sanayi tipi sogutucu ve dondurucu donanimlari ile ;(232) 328 36 53;3283654;info@asayteknik.com;www.asayteknik.com;asayteknik.com;10.026 SOKAK NO:34  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ASCAŞ MAKİNE SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Metallerin makinede islenmesi (torna tesfiye isler;;;info@ascasmakine.com;;;10.040 SOKAK NO.23  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ASYA YIKAMA TEKSTİL İNŞAAT GIDA TAŞIMACILIK SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Kumas ve tekstil ürünlerini agartma ve boyama hizm;(232) 376 82 93;;muhasebe@asyayikama.com;http://;;10.002 SOKAK NO.17 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ASYA YIKAMA TEKSTİL İNŞAAT GIDA TAŞIMACILIK SAN.VE TİC.LTD.ŞTİ.***AYRLDI***;İZMİR;ÇİĞLİ;;(232) 376 82 93;;muhasebe@asyayikama.com;http://;;10.002 SOKAK NO.17 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
AŞKIN ERDOĞAN;İZMİR;ÇİĞLİ;;(232) 479 04 18;4791419;info@aealdemir.com;;;M.KEMAL ATATÜRK BUL.NO.53 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ATAER ENERJİ ELEKTRİK ÜRETİM A.Ş.;İZMİR;ÇİĞLİ;Elektrik enerjisi üretimi;(232) 328 06 20;3280624;bilgi@ataerenerji.com.tr;www.ataerenerji.com.tr;ataerenerji.com.tr;10.006/1 SOKAK NO: 20  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ATAK MADENİ YAĞ PAZARL.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Rafine edilmis petrol ürünleri imalati;(232) 328 31 28;3283025;info@atakoil.com;http://www.atakoil.com;atakoil.com;10.032 SOKAK NO.13 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ATC MEKANİK MAKİNE İMALAT SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;5040663;;muhasebe@atcmekanik.com;http://www.atcmekanik.com;atcmekanik.com;10.001 SOKAK NO.6  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ATEK MÜH.ÇELİK KONS.MAKİNA İMALATI SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 328 23 86;3282812;info@atekmuhendislik.com;http://www.atekmuhendislik.com;atekmuhendislik.com;10.040 SOKAK NO.27 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ATEK MÜH.ÇELİK KONS.MAKİNA İMALATI SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 328 23 86;3282812;info@atekmuhendislik.com;http://www.atekmuhendislik.com;atekmuhendislik.com;10.035 SOKAK NO.3 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ATILIM METAL KAUÇUK SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 328 23 04;3282307;info@atilimgroup.com;www.atilimgroup.com;atilimgroup.com;M.KEMAL ATATÜRK BUL.NO.60 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ATİK METAL SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 328 35 10;3283518;info@atikmetal.com.tr;http://www.atikmetal.com.tr;atikmetal.com.tr;10.038 SOKAK NO:4  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ATİK METAL SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Pik demir ve manganezli dökme demir (aynali demir/;(232) 328 35 10;3283518;info@atikmetal.com.tr;http://www.atikmetal.com.tr;atikmetal.com.tr;10.037 SOKAK NO.6 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
AVAŞ İNŞAAT TURİZM SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Baska yerde siniflandirilmamis diger uzmanlasmis i;(232) 376 74 08;3767628;info@stal.com;;;10.042 SOKAK NO.6 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
AVEK OTOMOTİV SERVİS SAN. VE TİC.A.Ş.İZMİR ŞUBESİ;İZMİR;ÇİĞLİ;;(232) 440 25 25;(232) 440 25 00;info@avek.com.tr;http://www.avek.com.tr;avek.com.tr;10.049 SOKAK NO:11 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
AY AMBALAJ SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Plastik torba, çanta, poset, çuval, kutu, damacana;(232) 328 01 80;3767132;emretalay@ayambalaj.com;http://www.ayambalaj.com;ayambalaj.com;10.036 SOKAK NO:12/2 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
AYAZ GIDA SÜT ÜRÜNLERI SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 376 81 56;3768156;ayazgida@hotmail.com;http://www.ayazgida.com;ayazgida.com;10.026 SOKAK NO:24  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
AYÇ TEKSTİL SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;;;ayctekstil@hotmail.com;;;10.015 SOKAK NO:5  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
AYD MAKİNA DEMİR ÇELİK VE NAKLİYE SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 327 34 63;;ayd.makina@hotmail.com;http://www.aydlazerkesim.com;aydlazerkesim.com;10.024 SOKAK NO.8 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
AYDA MEŞRUBAT GIDA İÇECEK TEMİZLİK İNŞ.MAK.VE MALZEMELERİ TAHSİLAT HİZM.SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 328 23 77;5021476;info@aydagida.com;www.aydagida.com;aydagida.com;10.038 SOKAK NO.3 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
AYDEMA TEKSTİL OTOMOTİV DANIŞMANLIK İNŞAAT TURİZM İTH.İHR.SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(530) 931 08 57;;muhasebe@aydematekstil.com;;;10.001 SOKAK NO:17 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
AYDIN ÜNSAL;İZMİR;ÇİĞLİ;;(232) 463 70 94;4639021;info@egedeniztextile.com;http://;;10.010 SOKAK NO:6 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
AYGEM ELEKTRİK MAKİNA SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Elektrik motorlari, jeneratörler ve motor jeneratö;(232) 376 80 74;3768075;info@aygem.com.tr;http://www.aygem.com;aygem.com;10.023 SOKAK NO.1  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
AYGEM ELEKTRİK MAKİNA SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Elektrik motorlari, jeneratörler ve motor jeneratö;(232) 376 80 74;3768075;info@aygem.com.tr;www.aygem.com.tr;aygem.com.tr;10.021 SOKAK NO.11  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
AYLA ZEHRA KEBAPÇI;İZMİR;ÇİĞLİ;;(232) 878 14 64;;;;;10.026 SOKAK NO:6 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
AYSEL MİNARECİ;İZMİR;ÇİĞLİ;;;;yanki@minarecihukuk.com;http://www.minarecihukuk.com;minarecihukuk.com;10.040 SOKAK NO. 15 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
AYŞE FÜSUN FİŞEK;İZMİR;ÇİĞLİ;;;;;http://;;10.028 SOKAK NO.7 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
AYTAŞ GIDA VE İHTİYAÇ MADDELERİ TARIM TİCARET VE SANAYİ A.Ş.;İZMİR;ÇİĞLİ;Baska yerde siniflandirilmamis meyve ve sebzelerin;(232) 328 09 09;3280900;info@aytas.com.tr;www.aytas.com.tr;aytas.com.tr;10.006\1 SOKAK NO:16 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
B.F.M MAKİNA OTOMASYON İTHALAT SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 459 16 20;4591621;info@bfmotomasyon.com;www.bfmotomasyon.com/tr;bfmotomasyon.com;10.023 SOKAK NO.14  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAHADIR GÜNEŞOĞLU;İZMİR;ÇİĞLİ;Baska yerde siniflandirilmamis diger imalatlar;3767480;;b.gunesoglu@gmail.com;;;10.016 SOKAK NO.62 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAK AMBALAJ SAN. VE TİC. A.Ş. (EKBAK ŞUBESİ);İZMİR;ÇİĞLİ;;(232) 376 74 50;3767458;info@bakambalaj.com.tr;http://www.bakambalaj.com.tr;bakambalaj.com.tr;10.002 SOKAK NO.50 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAK AMBALAJ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Kagit ve mukavva imalati (daha ileri sanayi isleml;(232) 376 74 50;3767458;bakambalaj@bakambalaj.com.tr;www.bakambalaj.com.tr;bakambalaj.com.tr;10.002 SOKAK.NO:45 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAK AMBALAJ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Kagit ve mukavva imalati (daha ileri sanayi isleml;(232) 376 74 50;3767458;bakambalaj@bakambalaj.com.tr;http://www.bakambalaj.com.tr;bakambalaj.com.tr;M.KEMAL ATATÜRK BUL.NO.61 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAK AMBALAJ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Kagit ve mukavva imalati (daha ileri sanayi isleml;(232) 376 74 50;3767458;bakambalaj@bakambalaj.com.tr;http://www.bakambalaj.com.tr;bakambalaj.com.tr;10.002 SOKAK NO.46 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAK GRAVÜR TEKNOLOJİSİ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Basimda kullanmak üzere baski kliseleri ya da sili;(232) 376 74 01;3768222;info@bakgravur.com.tr;www.bakgravur.com.tr;bakgravur.com.tr;10.008 SOKAK NO.10 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAKPLAST PLASTIK SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Plastik poset, çöp torbasi, çanta, torba, çuval, f;(232) 376 74 10;3767414;muhasebe@bakplast.com.tr;www.bakplast.com;bakplast.com;10.035 SOKAK NO:5 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BALKAN ÇIRÇIR TEKSTİL MAKİNALARI SAN.VE TİC.A.Ş. ÇİĞLİ ŞUBESİ;İZMİR;ÇİĞLİ;;(256) 231 01 29;02562310131;fatura@balkan.com.tr;http://www.balkan.com.tr;balkan.com.tr;10.002 SOKAK NO.39 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BANCO ÇELİK HALI MOBİLYA DAYANIKLI DAYANIKLI TÜKETİM MALLARI İNŞAAT SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Hali (duvar halisi dahil) ve kilim imalati (paspas;(850) 420 23 25;3623871;muhasebe@banco.com.tr;www.banco.com.tr;banco.com.tr;M.KEMAL ATATÜRK BUL.NO.48 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BARAN AMBALAJ SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Kagit ve kartondan torba ve çanta imalati (kese ka;(232) 376 73 80;3767398;info@baranambalaj.com.tr;www.baranambalaj.com.tr;baranambalaj.com.tr;10.002 SOKAK NO.5 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BARAN AMBALAJ SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Kagit ve kartondan torba ve çanta imalati (kese ka;(232) 376 73 80;3767398;info@baranambalaj.com.tr;http://www.baranambalaj.com.tr;baranambalaj.com.tr;10.002 SOKAK NO:7 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BARAN AMBALAJ SANAYİ VE TİCARET A.Ş.BARAN GREEN ŞUBESİ;İZMİR;ÇİĞLİ;;(232) 376 73 80;3767398;info@baranambalaj.com.tr;http://www.baranambalaj.com.tr;baranambalaj.com.tr;10.034 SOKAK NO.5 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAREKS PLASTİK FİLM EKSTRÜZYON SAN.TİC.A.Ş.;İZMİR;ÇİĞLİ;Plastikten yari mamul halde profil, çubuk, tabaka,;(232) 328 09 82;3768462;info@bar-eks.com.tr;http://www.bar-eks.com.tr;bar-eks.com.tr;10.000 SOKAK NO.8 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAROTEKS KONFEKSİYON NAKIŞ SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 328 20 69;3280419;ramazan@baronakis.com;http://www.baronakis.com;baronakis.com;10.021 SOKAK NO.17  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BATEL ELEKTROMEKANİK SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Kablolamada kullanilan gereçlerin imalati (fis, so;(232) 376 76 90;3767691;info@batel.com.tr;www.batel.com.tr;batel.com.tr;10.024 SOKAK NO:6 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BATEL ELEKTROMEKANİK SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 76 90;3767691;info@batel.com.tr;www.batel.com.tr;batel.com.tr;10.001 SOKAK NO.13 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BATEL ELEKTROMEKANİK SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Kablolamada kullanilan gereçlerin imalati (fis, so;(232) 376 76 90;3767691;info@batel.com.tr;http://www.batel.com.tr;batel.com.tr;10.023 SOKAK NO:7   ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BATEL ELEKTROMEKANİK SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Kablolamada kullanilan gereçlerin imalati (fis, so;(232) 376 76 90;3767691;info@batel.com.tr;http://www.batel.com.tr;batel.com.tr;10.023 SOKAK NO:5  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BATEL ELEKTROMEKANİK SAN.VE TİC.A.Ş.METAL MUHAFAZALI HÜCRE ŞUBESİ;İZMİR;ÇİĞLİ;Elektrik devrelerinin anahtarlanmasi, korunmasi il;(232) 376 76 90;3767691;info@batel.com.tr;http://www.batel.com.tr;batel.com.tr;10.002 SOKAK NO.11 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BATEL ELEKTROMEKANİK SAN.VE TİC.A.Ş.RMU ŞUBESİ;İZMİR;ÇİĞLİ;;(232) 376 76 90;3767691;info@batel.com.tr;http://www.batel.com.tr;batel.com.tr;M.KEMAL ATATÜRK BUL. NO.7  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BATIBETON SANAYİ A.Ş.;İZMİR;BORNOVA;;(850) 502 46 25;;info@baticim.com.tr;www.batibeton.com.tr;batibeton.com.tr;ANKARA CADDESİ NO.335
BAYKAL MOBİLYA SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 839 04 20;8390421;muhasebe@mb-concept.de;http://www..mb-concept-design.de/;.mb-concept-design.de;10.053 SOKAK NO.11 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAYKON  ENDÜSTRİYEL  KONTROL SİSTEMLERİ SAN.VE TİC.A.Ş. EGE ŞUBESİ;İZMİR;ÇİĞLİ;Tarti aletleri ve baskül imalati (ev ve dükkanlard;(232) 469 97 91;4699794;ege@baykon.com;http://www.baykon.com;baykon.com;10.024 SOKAK NO.3 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAYLAN ÖLÇÜ ALETLERİ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Ölçme, test ve seyrüsefer amaçli alet ve cihazlari;(232) 497 97 00;4979751;info@baylanwatermeters.com;http://www.baylanwatermeters.com;baylanwatermeters.com;10.032 SOKAK NO:18 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAYLAN ÖLÇÜ ALETLERİ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 497 97 00;4979751;info@baylanwatermeters.com;www.baylanwatermeters.com;baylanwatermeters.com;10.044 SOKAK NO:6  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAYLAN ÖLÇÜ ALETLERİ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 497 97 00;4979751;info@baylanwatermeters.com;www.baylanwatermeters.com;baylanwatermeters.com;10.044 SOKAK NO:4    ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAYLAN ÖLÇÜ ALETLERİ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 497 97 00;4979751;info@baylanwatermeters.com;www.baylanwatermeters.com;baylanwatermeters.com;10.053 SOKAK NO.6 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAYLAN ÖLÇÜ ALETLERİ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 497 97 00;4979751;info@baylanwatermeters.com;http://www.baylanwatermeters.com;baylanwatermeters.com;10.034 SK. NO.7 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAYLAN ÖLÇÜ ALETLERİ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 497 97 00;4979751;info@baylanwatermeters.com;www.baylanwatermeters.com;baylanwatermeters.com;10.046 SOKAK.NO.14  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BAYLAN ÖLÇÜ ALETLERİ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 497 97 00;4979751;info@baylanwatermeters.com;www.baylanwatermeters.com;baylanwatermeters.com;10.032 SOKAK NO.16 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BCC TOPLU YEMEK ÜRETİM HİZMETLERİ A.Ş.;İZMİR;ÇİĞLİ;;(232) 478 55 88;4785599;info@bcccatering.com.tr;http://www.bcccatering.com.tr;bcccatering.com.tr;10.040 SOKAK NO:18 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BECOM GIDA SANAYİ İÇ VE DIŞ TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 329 96 51;3297450;info@becomgida.com;http://www.becomgida.com;becomgida.com;10.036 SOKAK NO.9 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BEKİR DUYAR;İZMİR;ÇİĞLİ;;(232) 433 69 38;4594144;info@duyarrulman.com;http://;;10.001 SOKAK NO.4 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BEKİR DUYAR;İZMİR;ÇİĞLİ;;(232) 433 69 38;4594144;info@duyarrulman.com;http://;;M.KEMAL ATATÜRK BUL. NO.7  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BEKİR DUYAR;İZMİR;ÇİĞLİ;;(232) 433 69 38;4594144;info@duyarrulman.com;http://www.duyarrulman.com;duyarrulman.com;10.038 SOKAK NO:6 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BEKİR DUYAR;İZMİR;ÇİĞLİ;;(232) 433 69 38;4594144;info@duyarrulman.com;http://;;M.KEMAL ATATÜRK BUL.NO:12  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BELMAR DIŞ TİCARET A.Ş.;İZMİR;ÇİĞLİ;Baharat imalati (karabiber, kirmizi toz/pul biber,;(232) 376 70 01;;export@belmar.com.tr;http://www.belmar.com.tr;belmar.com.tr;10.011 SOKAK NO:8 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BEMAKTHERM MÜH.END.FIRINL.VE TESİS.SAN.TİC.LTD.ŞTİ;İZMİR;ÇİĞLİ;Elektrikli veya elektriksiz laboratuar ocaklari, d;(232) 328 04 75;;info@bemaktherm.com;www.bemaktherm.com;bemaktherm.com;10.040 SOKAK NO. 17 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BENT CAM KOMPOZİT MOBİLYA SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Baska yerde siniflandirilmamis diger cam ürünlerin;(232) 327 33 83;3273290;info@bentcam.com.tr;http://www.bentcam.com.tr;bentcam.com.tr;10.039 SOKAK NO:2  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BERSA TEKSTİL VE KİMYA SAN. A.Ş.;İZMİR;ÇİĞLİ;;(232) 328 34 24;3283412;info@bersa.com.tr;http://www.bersa.com.tr;bersa.com.tr;10.001 SOKAK NO.7  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BERSA TEKSTİL VE KİMYA SAN. A.Ş. AOSB ŞUBESİ;İZMİR;ÇİĞLİ;;(232) 328 34 24;3283422;info@bersa.com.tr;http://www.bersa.com.tr;bersa.com.tr;10.001 SOKAK NO.8  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BESAPLAST PLASTİK HAMMADDE VE ÜRN.SAN.TİC.A.Ş.;İZMİR;ÇİĞLİ;Birincil formda poliamitler, üre reçineleri, melam;(232) 376 89 20;3768925;;;;10.008 SOKAK NO.3 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BETA MOTORLU KAPI SİSTEMLERİ İTH.İHR.İNŞ.VE TAAH.SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 360 15 25;3601528;beta@betakapi.com;http://www.betkap.com.tr;betkap.com.tr;10.022 SOKAK NO.1  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BETA MOTORLU KAPI SİSTEMLERİ İTH.İHR.İNŞ.VE TAAH.SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Metalden kepenk ve yangin merdiveni imalati;(232) 360 15 25;3601528;beta@betakapi.com;http://www.betkap.com.tr;betkap.com.tr;10.021 SOKAK NO.25 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BEYTULLAH ŞENEL - ŞENEL MOBİLYA;İZMİR;ÇİĞLİ;Büro, okul, ibadethane, otel, lokanta, sinema, tiy;(232) 376 78 15;3767817;;;;10.022 SOKAK NO.3  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BFS MAKİNA MÜHENDİSLİK SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Sicak ve soguk metal haddeleme makinesi ve metal b;(232) 376 85 22;3768523;info@bigfootguides.com;http://www.bigfootguides.com;bigfootguides.com;10.029 SOKAK NO.1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BIYIKLAR METAL GERİ KAZANIM NAKLİYE SAN. VE TİC. LTD. ŞTİ.;İZMİR;ÇİĞLİ;;(232) 479 06 25;4797987;info@biyiklarmetal.com;http://;;10.011 SOKAK NO.10 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BİLENT ÇOBAN;İZMİR;ÇİĞLİ;;;;bulent@hascelikticaret.com.tr;;;10.015 SOKAK NO.9 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BİLGİN ORHAN ÇAĞLAROĞLU;İZMİR;ÇİĞLİ;Parfümlerin, kozmetiklerin ve kisisel bakim ürünle;(232) 376 85 95;;caglaroglu@gmail.com;;;10.016 SOKAK NO:50 .ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BİLGİN ORHAN ÇAĞLAROĞLU / SETTAR ÇAĞLAROĞLU / GÜLTEN ÇAĞLAROĞLU;İZMİR;ÇİĞLİ;Plastik tabaka, levha, tüp ve profil imalati;(232) 376 85 95;;;;;10.028 SOKAK NO.2  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BİLGİN ORHAN ÇAĞLAROĞLU / SETTAR ÇAĞLAROĞLU / GÜLTEN ÇAĞLAROĞLU;İZMİR;ÇİĞLİ;Boya, vernik ve benzeri kaplayici maddeler ile mat;;;caglaroglu@gmail.com;;;10.025 SOKAK NO:2 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BİROL MORDENİZ;İZMİR;ÇİĞLİ;Metallerin makinede islenmesi (torna tesfiye isler;(232) 328 26 82;3282789;birol.mordeniz@fta.com.tr;http://;;10.026 SOKAK NO.19  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BOLULU HASAN USTA SÜT TAT.GIDA İNŞ.TUR.SAN.LTD.ŞTİ;İZMİR;ÇİĞLİ;Dondurma imalati (sade, sebzeli, meyveli vb.);(232) 328 02 75;3280251;bhu@bhu.com.tr;www.bhu.com.tr;bhu.com.tr;10.026 SOKAK NO.52  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BOLULU HASAN USTA SÜT TAT.GIDA İNŞ.TUR.SAN.LTD.ŞTİ;İZMİR;ÇİĞLİ;Dondurma imalati (sade, sebzeli, meyveli vb.);(232) 328 02 75;3280251;bhu@bhu.com.tr;www.bhu.com.tr;bhu.com.tr;10.026 SOKAK NO.48  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BOLULU HASAN USTA SÜT TAT.GIDA İNŞ.TUR.SAN.LTD.ŞTİ;İZMİR;ÇİĞLİ;Dondurma imalati (sade, sebzeli, meyveli vb.);(232) 328 02 75;3280251;bhu@bhu.com.tr;http://www.bhu.com.tr;bhu.com.tr;10.025 SOKAK NO:7 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BOLULU HASAN USTA SÜT TAT.GIDA İNŞ.TUR.SAN.LTD.ŞTİ;İZMİR;ÇİĞLİ;Dondurma imalati (sade, sebzeli, meyveli vb.);(232) 328 02 75;3280251;bhu@bhu.com.tr;http://www.bhu.com.tr;bhu.com.tr;10.025 SOKAK NO:5  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BOLULU HASAN USTA SÜT TAT.GIDA İNŞ.TUR.SAN.LTD.ŞTİ;İZMİR;ÇİĞLİ;Baska yerde siniflandirilmamis çesitli gida ürünle;(232) 328 02 75;3280251;bhu@bhu.com.tr;http://www.bhu.com.tr;bhu.com.tr;10.025 SOKAK NO:1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BOLULU HASAN USTA SÜT TAT.GIDA İNŞ.TUR.SAN.LTD.ŞTİ;İZMİR;ÇİĞLİ;Dondurma imalati (sade, sebzeli, meyveli vb.);(232) 328 02 75;3280251;bhu@bhu.com.tr;http://www.bhu.com.tr;bhu.com.tr;10.026 SOKAK NO:40 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BOLULU HASAN USTA SÜT TAT.GIDA İNŞ.TUR.SAN.LTD.ŞTİ;İZMİR;ÇİĞLİ;Dondurma imalati (sade, sebzeli, meyveli vb.);(232) 328 02 75;3280251;bhu@bhu.com.tr;www.bhu.com.tr;bhu.com.tr;10.025 SOKAK NO:3  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
BOLULU HASAN USTA SÜT TAT.GIDA İNŞ.TUR.SAN.LTD.ŞTİ;İZMİR;ÇİĞLİ;Dondurma imalati (sade, sebzeli, meyveli vb.);(232) 328 02 75;3280251;bhu@bhu.com.tr;http://www.bhu.com.tr;bhu.com.tr;10.026 SOKAK NO.50 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
